date,ticker,direction,entry_price,stop_price,exit_price,exit_type,atr_multiplier,shares,gross_pnl,costs,net_pnl,capital_after
2012-01-02,HUSQVARNA_5_min,short,31.75,32.62154070419377,32.62154070419377,stop,1.0,1147.3933405383098,-1000.0000000000001,44.315686274509595,-1044.3156862745097,98955.68431372549
2012-01-02,SANDVIK_min,short,84.25,86.58432892730046,86.35,eod,1.0,423.9149125747371,-890.2213164069456,43.39193045115008,-933.6132468580956,98022.0710668674
2012-01-02,SWEDBANK_5_MIN,long,89.55,87.05575019952116,92.15,eod,1.0,392.99219768625153,1021.7797139842573,42.84400939175514,978.9357045925022,99001.0067714599
2012-01-02,ASSA_5_min,long,57.833276,56.46506386961432,58.099942,eod,1.0,723.5793673569681,192.9540155756138,50.33213072165847,142.62188485395532,99143.62865631386
2012-01-03,SWEDBANK_5_MIN,short,92.3,94.74999999999999,94.2,eod,1.0,404.66787206658904,-768.8689569265215,45.28233488425131,-814.1512918107728,98329.47736450308
2012-01-03,VOLVO_5_MIN,long,78.2,76.19514669591446,80.05,eod,1.0,490.45721781301734,907.3458529540793,46.56891283134599,860.7769401227333,99190.2543046258
2012-01-03,ATLAS_5_min,long,32.97500003,32.17020832743313,34.07500004,eod,1.0,1232.4959860826164,1355.7455970158405,49.58331357186848,1306.162283443972,100496.41658806978
2012-01-03,SANDVIK_min,long,86.5,84.18303571428571,89.0,eod,1.0,433.74175945525184,1084.3543986381296,45.67300727063802,1038.6813913674916,101535.09797943727
2012-01-04,ASSA_5_min,short,58.333275,59.64755928571429,57.133276,eod,1.0,772.5504982679986,927.0598253710987,53.52224490500235,873.5375804660963,102408.63555990337
2012-01-04,ATLAS_5_min,short,33.82500009,34.651785776428575,33.99999989,eod,1.0,1238.6358066051343,-216.76101842873078,50.40628413493231,-267.1673025636631,102141.4682573397
2012-01-04,BOLIDEN_5_min,short,96.912271,99.79237687626917,96.559862,eod,1.0,354.6448382295295,124.98003279563332,41.168335985824214,83.8116968098091,102225.2799541495
2012-01-04,ERICSSON_5_MIN,short,70.6,72.03571428571429,68.55,eod,1.0,712.016875302528,1459.6345943701804,59.44628891900805,1400.1883054511723,103625.46825960068
2012-01-04,GETINGE_5_min,long,172.4982,169.49180314285715,172.301059,eod,1.0,344.68326433151606,-67.9512034135752,71.30792047872472,-139.25912389229993,103486.20913570837
2012-01-04,HEXAGON_5_min,short,15.571413,16.052231933938067,15.61427,eod,1.0,2152.2906406393313,-92.24071998587918,40.27239218570706,-132.51311217158624,103353.69602353679
2012-01-04,HM_5_min,short,218.6,222.61958978378732,218.7,eod,1.0,257.12498434642555,-25.712498434641095,67.46445339281513,-93.17695182745622,103260.51907170934
2012-01-04,HUSQVARNA_5_min,short,33.9,34.79743260860423,34.21,eod,1.0,1150.6214291935432,-356.69264305000104,47.02129532542333,-403.7139383754244,102856.80513333391
2012-01-04,SANDVIK_min,short,88.65,90.98214285714286,88.4,eod,1.0,441.03989949974755,110.25997487493689,46.85166852385819,63.4083063510787,102920.21343968499
2012-01-04,SKF_5_min,short,152.0,155.8851890066598,150.5,eod,1.0,264.90400663459155,397.35600995188736,48.08007720417836,349.275932747709,103269.4893724327
2012-01-04,SWEDBANK_5_MIN,long,94.1,91.69462476190475,93.95,eod,1.0,429.3279806696984,-64.39919710045109,48.44107605896206,-112.84027315941316,103156.64909927329
2012-01-04,ALFA_LAVAL_5_MIN,short,132.0,134.96693321806785,132.2,eod,1.0,347.68780258037543,-69.53756051607114,55.115470465041106,-124.65303098111224,103031.99606829218
2012-01-04,KINNEVIK_5_min,short,61.16984643,62.28682783369732,61.30418745,eod,1.0,922.4146053573108,-123.91811894659935,67.78310257676287,-191.70122152336222,102840.29484676883
2012-01-09,ABB_5_min,short,133.9,136.44619686800897,134.5,eod,1.0,403.8976566929263,-242.3385940157535,65.04367863382885,-307.3822726495823,102532.91257411924
2012-01-09,ALFA_LAVAL_5_MIN,short,132.0,134.688783228874,132.1,eod,1.0,381.3357338481228,-38.13357338481011,60.42646038557353,-98.56003377038364,102434.35254034886
2012-01-09,ATLAS_5_min,short,33.87499991,34.63214275642857,34.22500007,eod,1.0,1352.9065621306436,-473.5175132107758,55.27976211242322,-528.7972753231991,101905.55526502566
2012-01-09,BOLIDEN_5_min,short,96.912271,99.6409542378349,97.088475,eod,1.0,373.46055361810187,-65.80524338972346,43.47097560209085,-109.27621899181432,101796.27904603384
2012-01-09,GETINGE_5_min,long,173.582474,170.59601781721435,170.59601781721435,stop,1.0,340.85977766157083,-1017.9627904603384,70.38996251802627,-1088.3527529783646,100707.92629305548
2012-01-09,HEXAGON_5_min,short,15.542842,15.974984428571428,15.571413,eod,1.0,2330.433663409879,-66.58282019728239,43.50582435835148,-110.08864455563386,100597.83764849984
2012-01-09,HM_5_min,short,217.4,221.2982068965517,218.0,eod,1.0,258.0618225715196,-154.83709354291028,67.41607052858377,-222.25316407149404,100375.58448442836
2012-01-09,INVESTOR_5_MIN,short,32.875,33.5,32.5,eod,1.0,1606.0093517508537,602.2535069065701,62.99571682242723,539.2577900841429,100914.8422745125
2012-01-09,KINNEVIK_5_min,short,61.21462677,62.262231806549906,60.22946094,eod,1.0,963.2909231408162,949.0013018274881,70.19159241609609,878.809709411392,101793.65198392389
2012-01-09,SANDVIK_min,short,88.55,90.73448081264108,88.4,eod,1.0,465.985562312416,69.89783434685843,49.4736871507092,20.424147196149228,101814.07613112003
2012-01-09,SEB_5_MIN,short,40.64,41.739188591099094,40.03,eod,1.0,926.2657650887261,565.0221167041224,44.833115561824506,520.1890011422979,102334.26513226233
2012-01-09,VOLVO_5_MIN,short,80.8,82.64642857142856,79.7,eod,1.0,554.228128375892,609.6509412134781,53.37216876259839,556.2787724508796,102890.54390471321
2012-01-09,ERICSSON_5_MIN,short,66.7,68.30589899636985,67.35,eod,1.0,640.703706380654,-416.45740914741964,51.53179910419599,-467.98920825161565,102422.5546964616
2012-01-09,NORDEA_5_min,long,53.65,52.22847971616012,53.15,eod,1.0,720.5141977981006,-360.2570988990503,46.17054979490228,-406.42764869395256,102016.12704776764
2012-01-09,SKF_5_min,short,147.2,150.92559039876113,147.8,eod,1.0,273.82539712817254,-164.29523827690974,48.46709529168653,-212.76233356859626,101803.36471419905
2012-01-10,ABB_5_min,short,134.4,136.8857142857143,135.9,eod,1.0,409.5537660916039,-614.3306491374059,66.42142978473632,-680.7520789221422,101122.6126352769
2012-01-10,BOLIDEN_5_min,long,99.202924,96.55200716204065,99.379128,eod,1.0,381.46278746760066,67.21526900294053,45.4509978581736,21.76427114476693,101144.37690642168
2012-01-10,GETINGE_5_min,short,171.512496,174.54001514285713,170.526792,eod,1.0,334.08336044729253,329.3073047263375,68.56178084402357,260.74552388231393,101405.12243030399
2012-01-10,SEB_5_MIN,short,40.24,41.3641619071269,40.48,eod,1.0,902.0508681838587,-216.49220836412147,43.68812764788064,-260.1803360120021,101144.942094292
2012-01-10,SWEDBANK_5_MIN,long,94.3,92.04758862011258,95.65,eod,1.0,449.051816188868,606.2199518549756,51.17843549104528,555.0415163639303,101699.98361065592
2012-01-10,SANDVIK_min,long,89.8,87.67868353619474,91.95,eod,1.0,479.41919721032366,1030.7512740021987,52.28066345578579,978.4706105464129,102678.45422120234
2012-01-10,ASSA_5_min,long,58.133275,56.82300134591556,59.033274,eod,1.0,783.6412943290794,705.2763812548781,55.089927666258895,650.1864535886192,103328.64067479095
2012-01-11,NORDEA_5_min,long,53.45,51.997927367576246,53.15,eod,1.0,711.5941611151902,-213.4782483345601,45.51356254492757,-258.9918108794877,103069.64886391147
2012-01-11,SANDVIK_min,long,91.8,89.56306734137796,91.95,eod,1.0,460.7633066942788,69.11449600414444,50.79915456304424,18.315341441100202,103087.96420535257
2012-01-11,SWEDBANK_5_MIN,long,95.75,93.4320231235501,96.0,eod,1.0,444.73249605162954,111.18312401290738,51.166473670739975,60.01665034216741,103147.98085569474
2012-01-11,HEXAGON_5_min,long,16.328555,15.884143104461483,16.128555,eod,1.0,2320.999547743982,-464.199909548803,45.199762578645995,-509.39967212744904,102638.5811835673
2012-01-11,GETINGE_5_min,long,171.611066,168.7475904551233,171.315355,eod,1.0,358.44057186801166,-105.99481994765549,73.7512454711343,-179.74606541878978,102458.8351181485
2012-01-12,ALFA_LAVAL_5_MIN,long,135.7,133.17857142857142,136.5,eod,1.0,406.35232058189195,325.0818564655182,66.36546099743458,258.7163954680836,102717.55151361659
