date,bar1_open,bar1_high,bar1_low,bar1_close,bar1_volume,last_available_bar_time,exit_time,is_full_day,avg_volume_14d,relative_volume,atr_14d
2009-02-02,26.86816117,26.86816117,26.75621073,26.75621073,24874.25964395,17:25,17:15,True,,,
2009-02-03,26.53230903,26.53230903,26.42035859,26.42035859,4238.6030499,17:25,17:15,True,,,
2009-02-04,26.42035859,26.42035859,26.30840816,26.30840816,12637.92497076,17:25,17:15,True,,,
2009-02-05,26.42035859,26.42035859,26.1964569,26.1964569,28295.07881514,17:25,17:15,True,,,
2009-02-06,27.09206205,27.76376632,27.09206205,27.20401331,7491.48446028,17:25,17:15,True,,,
2009-02-09,28.09961846,28.09961846,28.09961846,28.09961846,11816.49027117,17:25,17:15,True,,,
2009-02-10,29.21912531,29.21912531,29.21912531,29.21912531,17747.85727237,17:25,17:15,True,,,
2009-02-11,29.44302619,29.44302619,29.10717488,29.10717488,23906.79210887,17:25,17:15,True,,,
2009-02-12,30.89838518,31.12228688,30.89838518,31.12228688,45958.96720711,17:25,17:15,True,,,
2009-02-13,30.45058261,30.45058261,30.33863217,30.45058261,23893.40576562,17:25,17:15,True,,,
2009-02-16,30.56253304,30.6744843,30.56253304,30.6744843,8612.28647261,17:25,17:15,True,,,
2009-02-17,30.45058261,30.45058261,29.55497745,30.11473047,96819.76992527,17:25,17:15,True,,,
2009-02-19,28.88327318,28.99522362,28.65937148,28.99522362,6957.24767047,17:25,17:15,True,,,
2009-02-20,28.32352016,28.4354706,28.32352016,28.32352016,34480.78633814,17:25,17:15,True,,,
2009-02-24,27.87571676,27.87571676,27.65181589,27.65181589,7199.41878931,17:25,17:15,True,24837.92528369,0.28985588397906764,1.27144
2009-02-25,28.88327318,28.88327318,28.54742104,28.54742104,18132.41040581,17:25,17:15,True,23575.436651215714,0.7691229933115561,1.3274153371428572
2009-02-26,28.2115689,28.54742104,28.2115689,28.54742104,1582.0223844,17:25,17:15,True,24567.851462352144,0.06439400640403155,1.343408257142857
2009-02-27,28.4354706,28.4354706,28.2115689,28.2115689,10522.88273685,17:25,17:15,True,23778.144134754995,0.44254432462075016,1.3354117978571427
2009-03-02,28.32352016,28.4354706,28.32352016,28.4354706,30820.2299287,17:25,17:15,True,22508.701557734283,1.369258455430974,1.3514047178571427
2009-03-03,27.76376632,27.76376632,27.20401331,27.31596375,37529.22177885,17:25,17:15,True,24175.040519764287,1.5523954033569463,1.3434082578571425
2009-03-04,26.98011161,26.98011161,26.75621073,26.86816117,46437.22474332,17:25,17:15,True,26011.664198884286,1.7852462029442864,1.351404717142857
2009-03-05,27.65181589,27.65181589,27.31596375,27.31596375,3370.92461907,17:25,17:15,True,28060.90473252357,0.12012886438272892,1.3673976957142853
2009-03-06,26.53230903,26.53230903,26.53230903,26.53230903,5846.18118051,17:25,17:15,True,26594.057054680714,0.2198303616665001,1.231457584285714
