date,period_start,period_end,trades,net_pnl,cumulative_pnl,capital
2018-01-02,2018-01-01,2020-12-31,4,-434.53616993198494,-434.53616993198494,99565.46383006802
2018-01-03,2018-01-01,2020-12-31,3,-308.0250429129042,-742.5612128448892,99257.43878715512
2018-01-04,2018-01-01,2020-12-31,10,1330.779509912699,588.2182970678099,100588.21829706778
2018-01-08,2018-01-01,2020-12-31,13,689.3503231456024,1277.5686202134123,101277.56862021341
2018-01-09,2018-01-01,2020-12-31,7,1237.6875124728203,2515.2561326862324,102515.25613268623
2018-01-10,2018-01-01,2020-12-31,6,-1588.8702370821927,926.3858956040397,100926.38589560403
2018-01-11,2018-01-01,2020-12-31,5,-2393.5805662140365,-1467.1946706099968,98532.80532939
2018-01-12,2018-01-01,2020-12-31,5,112.86684546768234,-1354.3278251423144,98645.67217485768
2018-01-15,2018-01-01,2020-12-31,8,1168.7833107556926,-185.5445143866218,99814.45548561338
2018-01-16,2018-01-01,2020-12-31,5,-714.8155953979997,-900.3601097846215,99099.63989021539
2018-01-17,2018-01-01,2020-12-31,7,-1543.876454563725,-2444.2365643483463,97555.76343565168
2018-01-18,2018-01-01,2020-12-31,3,-482.11142468355615,-2926.347989031902,97073.65201096812
2018-01-19,2018-01-01,2020-12-31,6,925.3221580624354,-2001.0258309694668,97998.97416903054
2018-01-22,2018-01-01,2020-12-31,3,1301.7963551089963,-699.2294758604705,99300.77052413955
2018-01-23,2018-01-01,2020-12-31,6,-1306.1626580305501,-2005.3921338910206,97994.607866109
2018-01-24,2018-01-01,2020-12-31,9,444.9615359952474,-1560.4305978957732,98439.56940210427
2018-01-25,2018-01-01,2020-12-31,6,1913.286751030415,352.8561531346418,100352.85615313468
2018-01-26,2018-01-01,2020-12-31,3,-2031.652181807829,-1678.7960286731873,98321.20397132685
2018-01-29,2018-01-01,2020-12-31,2,-46.59736958623449,-1725.3933982594217,98274.60660174061
2018-01-30,2018-01-01,2020-12-31,6,-904.7674283267801,-2630.160826586202,97369.83917341383
2018-01-31,2018-01-01,2020-12-31,9,6107.054434876662,3476.8936082904597,103476.8936082905
2018-02-01,2018-01-01,2020-12-31,7,2552.9816029130134,6029.875211203473,106029.87521120351
2018-02-02,2018-01-01,2020-12-31,4,998.2593411088367,7028.134552312309,107028.13455231235
2018-02-05,2018-01-01,2020-12-31,10,5436.322214968006,12464.456767280315,112464.45676728032
2018-02-06,2018-01-01,2020-12-31,13,5233.473334383844,17697.93010166416,117697.93010166414
2018-02-07,2018-01-01,2020-12-31,15,-8986.26043574224,8711.669665921918,108711.66966592189
2018-02-08,2018-01-01,2020-12-31,9,4219.776965733606,12931.446631655523,112931.44663165552
2018-02-09,2018-01-01,2020-12-31,13,-2862.72172518637,10068.724906469153,110068.72490646914
2018-02-12,2018-01-01,2020-12-31,5,-424.99321471915493,9643.731691749997,109643.73169175
2018-02-13,2018-01-01,2020-12-31,3,-370.1099558647966,9273.6217358852,109273.6217358852
2018-02-14,2018-01-01,2020-12-31,3,1405.1088578105753,10678.730593695776,110678.73059369577
2018-02-15,2018-01-01,2020-12-31,2,63.34106767873368,10742.07166137451,110742.0716613745
2018-02-16,2018-01-01,2020-12-31,1,412.85368781220865,11154.925349186718,111154.92534918671
2018-02-19,2018-01-01,2020-12-31,1,-264.45725491617486,10890.468094270544,110890.46809427053
2018-02-20,2018-01-01,2020-12-31,1,397.41479600215246,11287.882890272696,111287.88289027268
2018-02-21,2018-01-01,2020-12-31,2,-782.1452692493272,10505.737621023369,110505.73762102335
2018-02-22,2018-01-01,2020-12-31,4,-1506.2674558688127,8999.470165154557,108999.47016515452
2018-02-23,2018-01-01,2020-12-31,2,-748.178317476015,8251.291847678542,108251.2918476785
2018-02-26,2018-01-01,2020-12-31,5,-2310.5061443980862,5940.785703280455,105940.78570328042
2018-02-27,2018-01-01,2020-12-31,3,-1337.188909673002,4603.596793607453,104603.5967936074
2018-02-28,2018-01-01,2020-12-31,6,-1032.699630725,3570.897162882453,103570.89716288241
2018-03-01,2018-01-01,2020-12-31,9,1042.3139533976416,4613.211116280095,104613.21111628006
2018-03-02,2018-01-01,2020-12-31,14,7928.3617863962545,12541.57290267635,112541.57290267633
2018-03-05,2018-01-01,2020-12-31,5,2517.0860196575886,15058.658922333938,115058.65892233391
2018-03-06,2018-01-01,2020-12-31,7,-1400.9701674547623,13657.688754879175,113657.68875487916
2018-03-07,2018-01-01,2020-12-31,7,-3937.010820802905,9720.67793407627,109720.67793407626
2018-03-08,2018-01-01,2020-12-31,10,6948.120148962773,16668.798083039044,116668.79808303904
2018-03-09,2018-01-01,2020-12-31,10,-2741.3950011176676,13927.403081921377,113927.40308192138
2018-03-12,2018-01-01,2020-12-31,12,166.0793629510693,14093.482444872447,114093.48244487244
2018-03-13,2018-01-01,2020-12-31,1,-1201.7439660393136,12891.738478833133,112891.73847883313
2018-03-14,2018-01-01,2020-12-31,7,596.7490219193919,13488.487500752524,113488.48750075251
2018-03-15,2018-01-01,2020-12-31,6,-1208.094878188368,12280.392622564155,112280.39262256415
2018-03-16,2018-01-01,2020-12-31,4,139.10945742597272,12419.502079990129,112419.50207999012
2018-03-19,2018-01-01,2020-12-31,5,2865.707389091746,15285.209469081874,115285.20946908186
2018-03-20,2018-01-01,2020-12-31,7,-899.6652443719781,14385.544224709896,114385.54422470987
2018-03-21,2018-01-01,2020-12-31,3,-1036.6682925669409,13348.875932142955,113348.87593214294
2018-03-22,2018-01-01,2020-12-31,12,3902.37706249514,17251.252994638096,117251.2529946381
2018-03-23,2018-01-01,2020-12-31,10,-2615.075858097397,14636.1771365407,114636.17713654072
2018-03-26,2018-01-01,2020-12-31,3,935.7884577547502,15571.96559429545,115571.96559429547
2018-03-27,2018-01-01,2020-12-31,13,-1098.3064272131307,14473.65916708232,114473.65916708237
2018-03-28,2018-01-01,2020-12-31,10,-4087.9397851273943,10385.719381954925,110385.71938195496
2018-04-03,2018-01-01,2020-12-31,18,-1957.809662674389,8427.909719280535,108427.90971928058
2018-04-04,2018-01-01,2020-12-31,9,1691.11266884952,10119.022388130055,110119.02238813009
2018-04-05,2018-01-01,2020-12-31,11,1614.7907398607958,11733.813127990852,111733.81312799088
2018-04-06,2018-01-01,2020-12-31,4,-990.8636667993325,10742.94946119152,110742.94946119154
2018-04-09,2018-01-01,2020-12-31,5,55.69612664290568,10798.645587834426,110798.64558783444
2018-04-10,2018-01-01,2020-12-31,5,-528.0506711027582,10270.594916731668,110270.59491673169
2018-04-11,2018-01-01,2020-12-31,4,1263.9250193541588,11534.519936085828,111534.51993608584
2018-04-12,2018-01-01,2020-12-31,3,-901.624781034646,10632.895155051181,110632.89515505118
2018-04-13,2018-01-01,2020-12-31,7,-1426.7610806777957,9206.134074373385,109206.13407437339
2018-04-17,2018-01-01,2020-12-31,3,-1822.1773757019641,7383.956698671422,107383.95669867142
2018-04-19,2018-01-01,2020-12-31,5,-1514.0131350545205,5869.943563616901,105869.9435636169
2018-04-20,2018-01-01,2020-12-31,12,-1752.0638425897992,4117.879721027102,104117.8797210271
2018-04-23,2018-01-01,2020-12-31,2,-732.5297806527166,3385.349940374386,103385.34994037438
2018-04-24,2018-01-01,2020-12-31,5,1262.735028740813,4648.084969115199,104648.08496911518
2018-04-25,2018-01-01,2020-12-31,16,1413.497769737022,6061.582738852221,106061.58273885222
2018-04-26,2018-01-01,2020-12-31,6,-3678.022713484661,2383.5600253675602,102383.56002536755
2018-04-27,2018-01-01,2020-12-31,5,-2158.6756143547473,224.88441101281296,100224.88441101278
2018-05-02,2018-01-01,2020-12-31,18,-1088.7868259091845,-863.9024148963715,99136.09758510363
2018-05-03,2018-01-01,2020-12-31,2,1395.0297855748297,531.1273706784582,100531.12737067846
2018-05-04,2018-01-01,2020-12-31,2,-1019.5203043934515,-488.3929337149933,99511.60706628501
2018-05-07,2018-01-01,2020-12-31,1,-484.81717950873815,-973.2101132237315,99026.78988677627
2018-05-08,2018-01-01,2020-12-31,2,209.40629722265555,-763.8038160010759,99236.19618399892
2018-05-11,2018-01-01,2020-12-31,18,-315.2454580460185,-1079.0492740470945,98920.95072595292
2018-05-14,2018-01-01,2020-12-31,2,-396.92845394203385,-1475.9777279891284,98524.02227201089
2018-05-15,2018-01-01,2020-12-31,2,-147.9814754657107,-1623.959203454839,98376.04079654517
2018-05-17,2018-01-01,2020-12-31,1,-498.13181758233037,-2122.0910210371694,97877.90897896285
2018-05-18,2018-01-01,2020-12-31,3,172.21881915463695,-1949.8722018825324,98050.12779811748
2018-05-21,2018-01-01,2020-12-31,2,421.4317602564213,-1528.4404416261111,98471.5595583739
2018-05-22,2018-01-01,2020-12-31,6,-2314.5056742638108,-3842.946115889922,96157.05388411011
2018-05-23,2018-01-01,2020-12-31,6,1982.4981645219996,-1860.4479513679225,98139.55204863212
2018-05-24,2018-01-01,2020-12-31,2,-730.5062580878928,-2590.9542094558155,97409.04579054423
2018-05-25,2018-01-01,2020-12-31,8,-3092.326510442287,-5683.280719898103,94316.71928010196
2018-05-28,2018-01-01,2020-12-31,1,725.2653275556545,-4958.015392342448,95041.9846076576
2018-05-29,2018-01-01,2020-12-31,6,-1247.195813683219,-6205.211206025667,93794.78879397438
2018-05-30,2018-01-01,2020-12-31,11,2610.8897599630027,-3594.321446062664,96405.67855393737
2018-05-31,2018-01-01,2020-12-31,6,2497.2070094345536,-1097.1144366281105,98902.88556337192
2018-06-01,2018-01-01,2020-12-31,10,-5915.9334182549155,-7013.047854883026,92986.95214511701
2018-06-04,2018-01-01,2020-12-31,2,48.85806521861841,-6964.189789664408,93035.81021033562
2018-06-05,2018-01-01,2020-12-31,6,-23.73150249370837,-6987.921292158116,93012.07870784192
2018-06-07,2018-01-01,2020-12-31,18,826.7382712985436,-6161.183020859572,93838.81697914047
2018-06-08,2018-01-01,2020-12-31,9,-2437.966025399674,-8599.149046259246,91400.85095374078
2018-06-11,2018-01-01,2020-12-31,7,-610.3749125510018,-9209.523958810249,90790.4760411898
2018-06-12,2018-01-01,2020-12-31,6,-242.49667616640872,-9452.020634976658,90547.9793650234
2018-06-13,2018-01-01,2020-12-31,4,-389.89413349608685,-9841.914768472745,90158.08523152732
2018-06-14,2018-01-01,2020-12-31,9,-451.5602578516797,-10293.475026324424,89706.52497367565
2018-06-15,2018-01-01,2020-12-31,5,-397.63482243275104,-10691.109848757174,89308.89015124291
2018-06-18,2018-01-01,2020-12-31,3,-899.1772821244167,-11590.287130881592,88409.71286911849
2018-06-19,2018-01-01,2020-12-31,13,-3597.5241196974594,-15187.811250579052,84812.18874942104
2018-06-20,2018-01-01,2020-12-31,6,692.0168514730444,-14495.794399106007,85504.20560089409
2018-06-21,2018-01-01,2020-12-31,3,1783.6710770813547,-12712.123322024652,87287.87667797544
2018-06-25,2018-01-01,2020-12-31,10,-373.5605996294863,-13085.68392165414,86914.31607834595
2018-06-26,2018-01-01,2020-12-31,4,-1542.1615024438306,-14627.84542409797,85372.15457590211
