date,bar1_open,bar1_high,bar1_low,bar1_close,bar1_volume,last_available_bar_time,exit_time,is_full_day,avg_volume_14d,relative_volume,atr_14d
2009-02-02,14.889249,14.889249,14.801147,14.889249,154656,17:25,17:15,True,,,
2009-02-03,14.977351,15.065453,14.889249,14.977351,337202,17:20,17:20,True,,,
2009-02-04,14.977351,15.065453,14.801147,14.801147,526268,17:20,17:20,True,,,
2009-02-05,16.034576,16.034576,15.858372,16.034576,297714,17:20,17:20,True,,,
2009-02-06,17.356107,17.620413,17.356107,17.444209,567177,17:20,17:20,True,,,
2009-02-09,18.853842,18.853842,18.501433,18.501433,337581,17:20,17:20,True,,,
2009-02-10,19.294352,19.294352,19.030046,19.294352,322375,17:20,17:20,True,,,
2009-02-11,18.589536,18.853842,18.589536,18.677638,181652,17:20,17:20,True,,,
2009-02-12,18.76574,18.76574,18.589536,18.677638,22808,17:20,17:20,True,,,
2009-02-13,18.237127,18.501433,18.237127,18.237127,135178,17:20,17:20,True,,,
2009-02-16,21.937414,22.289822,21.849312,22.289822,610673,17:20,17:20,True,,,
2009-02-17,23.082741,23.170843,22.994639,22.994639,222419,17:25,17:15,True,,,
2009-02-19,22.20172,22.377924,22.20172,22.289822,50557,17:25,17:15,True,,,
2009-02-20,23.082741,23.082741,22.818435,22.994639,252477,17:25,17:15,True,,,
2009-02-23,22.466026,22.730333,22.466026,22.730333,344814,17:20,17:20,True,287052.64285714284,1.2012221750266316,1.7179902142857146
2009-02-24,21.144495,21.144495,20.792087,20.792087,380701,17:20,17:20,True,300635.35714285716,1.266321445415008,1.793506285714286
2009-02-25,22.466026,23.082741,22.377924,22.730333,479523,17:20,17:20,True,303742.4285714286,1.5787158950934461,1.875315285714286
2009-02-26,22.377924,22.554128,22.377924,22.554128,61878,17:20,17:20,True,300403.5,0.20598295292831142,1.818678285714286
2009-02-27,22.730333,22.730333,22.554128,22.554128,176325,17:20,17:20,True,283558.0714285714,0.6218302977999216,1.8123852857142861
2009-03-02,22.025516,22.113618,21.849312,21.937414,331548,17:20,17:20,True,255640.07142857142,1.2969328249176229,1.7179902142857146
2009-03-03,22.730333,22.906537,22.64223,22.906537,60425,17:20,17:20,True,255209.14285714287,0.23676659591237215,1.7494552142857145
2009-03-04,23.082741,23.082741,22.994639,23.082741,252438,17:20,17:20,True,236498.42857142858,1.067398212854329,1.755748285714286
2009-03-05,26.078211,26.078211,25.725803,25.813905,279649,17:20,17:20,True,241554.57142857142,1.1577052686112927,2.0011754285714285
2009-03-06,24.404272,24.75668,24.228068,24.31617,209754,17:20,17:20,True,259900.35714285713,0.807055451196269,2.0641055
2009-03-10,27.31164,27.664048,27.223538,27.223538,187085,17:25,17:15,True,265227.21428571426,0.7053763336610848,1.8879012857142858
2009-03-11,30.835722,31.540539,30.74762,31.452437,448710,17:25,17:15,True,234970.92857142858,1.909640493520019,2.1018633571428573
2009-03-12,29.161783,29.337987,29.073681,29.249885,121977,17:20,17:20,True,251134.57142857142,0.48570373766597535,2.2340164285714286
2009-03-13,30.395212,30.835722,30.30711,30.659518,464163,17:20,17:20,True,256236.0,1.8114667728188076,2.2340164285714286
2009-03-16,30.483314,31.188131,30.483314,31.100029,513970,17:25,17:15,True,271356.4285714286,1.8940771099687022,2.2466024285714288
2009-03-17,29.426089,29.690396,29.337987,29.690396,131866,17:20,17:20,True,283439.0,0.4652359061385342,2.3095325
2009-03-18,30.483314,30.659518,30.395212,30.395212,324114,17:20,17:20,True,265665.0714285714,1.2200098351549522,2.3032395714285707
2009-03-19,29.690396,29.778498,29.514191,29.602294,397065,17:25,17:15,True,254564.42857142858,1.5597819468661034,2.334704571428571
2009-03-20,30.74762,31.100029,30.74762,31.100029,197085,17:20,17:20,True,278506.35714285716,0.7076499151468458,2.366169642857142
2009-03-23,36.650459,37.355275,36.650459,36.826663,765790,17:25,17:15,True,279989.21428571426,2.7350696417132396,2.7311639285714273
2009-03-24,37.883888,38.148194,37.531479,37.707683,829614,17:20,17:20,True,311006.5,2.667513379945435,2.869610071428571
2009-03-25,36.121846,36.474255,35.769438,36.209948,318841,17:20,17:20,True,365948.5714285714,0.8712727003013695,3.0332281428571415
2009-03-26,38.676806,38.941112,38.588704,38.941112,295207,17:20,17:20,True,370691.64285714284,0.7963681018667229,2.9451260714285703
2009-03-27,38.676806,38.85301,38.500602,38.764908,267349,17:20,17:20,True,371802.9285714286,0.7190610386723688,2.976590999999999
2009-03-30,37.531479,37.531479,37.179071,37.443377,276719,17:20,17:20,True,375916.85714285716,0.7361175609500277,2.9262469999999996
2009-03-31,35.945642,36.474255,35.945642,36.386153,208027,17:25,17:15,True,382319.28571428574,0.5441185097721238,2.7185779285714284
2009-04-01,37.355275,37.443377,37.090969,37.090969,169780,17:20,17:20,True,365127.64285714284,0.4649880755986116,2.649354928571429
2009-04-02,37.531479,38.324398,37.531479,38.236296,327289,17:20,17:20,True,368542.14285714284,0.8880639740754596,2.6367689285714278
2009-04-03,41.584174,41.84848,41.319868,41.319868,398370,17:20,17:20,True,358765.4285714286,1.1103912703804077,2.8947821428571427
2009-04-06,42.993807,44.491542,42.993807,44.271287,469894,17:25,17:15,True,350508.28571428574,1.3406073954640565,2.964005214285714
