date,trades,net_pnl,cumulative_pnl,capital
2012-12-04,6,-3.1101226165034054e-05,-99999.99949386336,0.0005061366479389958
2012-12-05,10,-2.9906932557959512e-05,-99999.9995237703,0.0004762297153810362
2012-12-06,7,-8.638718393303913e-06,-99999.99953240901,0.0004675909969877323
2012-12-07,3,-1.5343354869808667e-05,-99999.99954775236,0.00045224764211792363
2012-12-10,6,2.990184530497008e-05,-99999.99951785052,0.00048214948742289374
2012-12-11,7,-1.8165863279336776e-05,-99999.99953601639,0.00046398362414355694
2012-12-12,7,1.666627289282639e-05,-99999.99951935011,0.0004806498970363833
2012-12-13,5,-1.0048152119173013e-05,-99999.99952939826,0.0004706017449172103
2012-12-14,7,-3.3357534481907456e-05,-99999.9995627558,0.00043724421043530285
2012-12-17,2,3.528491535357533e-05,-99999.99952747088,0.0004725291257888782
2012-12-18,10,-4.750122596349675e-05,-99999.9995749721,0.00042502789982538144
2012-12-19,6,-2.604496695404266e-05,-99999.99960101707,0.0003989829328713387
2012-12-20,2,1.0823406413280004e-05,-99999.99959019366,0.0004098063392846187
2012-12-21,12,-1.7443294495743583e-05,-99999.99960763696,0.0003923630447888751
2012-12-27,4,9.71914020373702e-06,-99999.99959791782,0.00040208218499261205
2013-01-02,13,-3.6034011707162184e-05,-99999.99963395183,0.00036604817328544996
2013-01-03,12,-4.0584029923376585e-05,-99999.99967453585,0.0003254641433620734
2013-01-04,2,-6.810431502524373e-06,-99999.99968134628,0.000318653711859549
2013-01-07,10,-2.562197425548363e-05,-99999.99970696826,0.0002930317376040654
2013-01-08,3,-3.1631697773688126e-06,-99999.99971013142,0.0002898685678266966
2013-01-09,10,6.974981524099055e-06,-99999.99970315644,0.00029684354935079557
2013-01-10,4,-1.2128475072763419e-05,-99999.99971528491,0.0002847150742780322
2013-01-11,3,-6.421568494300501e-07,-99999.99971592707,0.0002840729174286021
2013-01-14,6,-1.890901432487966e-05,-99999.99973483609,0.0002651639031037225
2013-01-15,5,-1.369665731328372e-05,-99999.99974853275,0.0002514672457904388
2013-01-16,7,-1.0136738189790686e-05,-99999.99975866948,0.00024133050760064814
2013-01-17,1,-2.3073161675033203e-06,-99999.9997609768,0.00023902319143314483
2013-01-18,8,-1.4607903430179297e-05,-99999.9997755847,0.00022441528800296558
2013-01-21,7,6.879330831592308e-06,-99999.99976870537,0.00023129461883455792
2013-01-23,12,-1.135047726858682e-06,-99999.99976984042,0.00023015957110769923
2013-01-24,5,-1.230378817316102e-06,-99999.9997710708,0.00022892919229038314
2013-01-25,1,-2.154161034194837e-06,-99999.99977322496,0.0002267750312561883
2013-01-28,10,-1.3568654333593367e-06,-99999.99977458183,0.00022541816582282895
2013-01-29,5,-4.804977528404605e-06,-99999.99977938681,0.00022061318829442436
2013-01-30,8,-1.7789601626540533e-05,-99999.99979717641,0.0002028235866678838
2013-01-31,3,-1.150374764175072e-06,-99999.99979832678,0.00020167321190370872
2013-02-01,5,5.878192102721868e-05,-99999.99973954486,0.00026045513293092743
2013-02-04,4,-1.118529506879101e-05,-99999.99975073016,0.00024926983786213643
2013-02-05,5,2.112273898835606e-05,-99999.99972960741,0.0002703925768504925
2013-02-06,6,-1.8340346063141e-05,-99999.99974794776,0.0002520522307873515
2013-02-08,3,5.900529274187914e-06,-99999.99974204724,0.00025795276006153935
2013-02-11,1,-3.7661714237062957e-06,-99999.9997458134,0.0002541865886378331
2013-02-12,5,-1.3396764721108918e-05,-99999.99975921017,0.00024078982391672417
2013-02-13,1,-2.8910768287926928e-06,-99999.99976210124,0.00023789874708793148
2013-02-14,3,-5.733944172952908e-07,-99999.99976267463,0.0002373253526706362
2013-02-15,4,-8.155139062976934e-06,-99999.99977082977,0.00022917021360765926
2013-02-18,3,-9.036577806119331e-06,-99999.99977986635,0.00022013363580153996
2013-02-19,2,-5.481318403832501e-06,-99999.99978534767,0.00021465231739770745
2013-02-20,1,-2.94640020121945e-06,-99999.99978829407,0.000211705917196488
2013-02-21,8,-9.016983960346395e-06,-99999.99979731104,0.0002026889332361416
2013-02-22,3,4.650118062931467e-06,-99999.99979266092,0.00020733905129907308
2013-02-25,10,-2.287198656045762e-05,-99999.99981553291,0.00018446706473861544
2013-02-26,16,-2.0769722765576996e-05,-99999.99983630262,0.00016369734197303846
2013-02-27,4,2.535948471817669e-06,-99999.99983376668,0.00016623329044485616
2013-02-28,6,5.967580138793777e-07,-99999.99983316992,0.00016683004845873556
2013-03-01,5,-9.057726480073168e-06,-99999.99984222764,0.0001577723219786624
2013-03-04,12,-2.0087362957509425e-05,-99999.999862315,0.000137684959021153
2013-03-05,10,-8.259283201586842e-06,-99999.99987057429,0.00012942567581956615
2013-03-06,3,-4.347978002771837e-06,-99999.99987492227,0.00012507769781679433
2013-03-07,8,-1.6909506862848788e-06,-99999.99987661322,0.00012338674713050947
2013-03-08,4,-9.227213288035858e-07,-99999.99987753594,0.00012246402580170585
2013-03-11,2,-2.4604435116886646e-06,-99999.99987999638,0.00012000358229001718
2013-03-12,4,-4.3649792630646045e-06,-99999.99988436136,0.00011563860302695258
2013-03-13,7,-3.2310100926776745e-06,-99999.99988759236,0.00011240759293427492
2013-03-14,4,-2.3975958788636223e-06,-99999.99988998997,0.0001100099970554113
2013-03-15,8,-3.719702275564738e-06,-99999.99989370967,0.00010629029477984657
2013-03-18,15,-9.03137690203677e-06,-99999.99990274104,9.725891787780979e-05
2013-03-19,6,-6.454254314679364e-06,-99999.99990919529,9.080466356313043e-05
2013-03-20,10,-4.101844916884433e-06,-99999.99991329714,8.670281864624602e-05
2013-03-21,3,3.007414085307134e-06,-99999.99991028973,8.971023273155315e-05
2013-03-22,4,-3.9919753802367585e-06,-99999.9999142817,8.57182573513164e-05
2013-03-25,6,-5.539552669233168e-06,-99999.99991982125,8.017870468208324e-05
2013-03-26,5,-4.479917933322556e-06,-99999.99992430117,7.569878674876067e-05
2013-03-27,4,-3.53355661967981e-06,-99999.99992783472,7.216523012908086e-05
2013-04-02,15,4.898170551413574e-07,-99999.9999273449,7.265504718422222e-05
2013-04-03,1,-1.0054962886015357e-06,-99999.9999283504,7.164955089562068e-05
2013-04-04,3,4.192430506873131e-06,-99999.99992415796,7.584198140249381e-05
2013-04-05,2,-1.8892809600230177e-06,-99999.99992604724,7.39527004424708e-05
2013-04-08,4,-3.6522788857012015e-06,-99999.99992969952,7.03004215567696e-05
2013-04-09,4,-7.957223665897828e-07,-99999.99993049525,6.950469919017982e-05
2013-04-10,2,3.7818205700980638e-06,-99999.99992671343,7.328651976027788e-05
2013-04-11,6,-3.8810351714039335e-06,-99999.99993059447,6.940548458887394e-05
2013-04-12,6,-4.92852908905201e-06,-99999.999935523,6.447695549982193e-05
2013-04-15,10,3.256628772727785e-06,-99999.99993226636,6.77335842725497e-05
2013-04-16,6,-2.2024653133610757e-06,-99999.99993446883,6.553111895918863e-05
2013-04-17,5,1.0880864204175023e-05,-99999.99992358797,7.641198316336364e-05
2013-04-18,6,-9.272288984844137e-07,-99999.9999245152,7.548475426487922e-05
2013-04-19,9,5.753587256764585e-06,-99999.9999187616,8.123834152164381e-05
2013-04-22,7,-1.4824298098242882e-06,-99999.99992024404,7.975591171181952e-05
2013-04-23,8,1.2568451127425684e-05,-99999.99990767559,9.232436283924521e-05
2013-04-24,8,-9.539187735262767e-06,-99999.99991721478,8.278517510398244e-05
2013-04-25,6,1.2494006933918076e-05,-99999.99990472077,9.527918203790052e-05
2013-04-26,2,-2.7641655770101344e-06,-99999.99990748493,9.251501646089038e-05
2013-04-29,4,-7.461170218997387e-07,-99999.99990823105,9.176889943899063e-05
2013-05-02,13,-7.842690469043977e-06,-99999.99991607375,8.392620896994663e-05
2013-05-03,2,-2.3261902560358914e-06,-99999.99991839995,8.160001871391074e-05
2013-05-06,1,-1.1383721327076282e-06,-99999.99991953831,8.046164658120312e-05
2013-05-07,2,-2.0695041689708096e-06,-99999.99992160781,7.839214241223231e-05
2013-05-10,14,-7.043546153987627e-06,-99999.99992865136,7.134859625824472e-05
2013-05-13,2,1.0430628492618742e-05,-99999.99991822074,8.177922475086347e-05
2013-05-14,2,-2.2888085455729907e-06,-99999.99992050955,7.949041620529049e-05
2013-05-15,1,-8.623543200523084e-07,-99999.99992137191,7.862806188523818e-05
2013-05-16,4,-3.6371771638865715e-06,-99999.99992500909,7.499088472135161e-05
2013-05-22,2,-1.5700405640616705e-06,-99999.99992657913,7.342084415728994e-05
2013-05-23,13,-5.258528101316844e-06,-99999.99993183765,6.816231605597309e-05
2013-05-24,5,4.547873350344831e-07,-99999.99993138286,6.861710339100757e-05
2013-05-28,1,-8.54462720289729e-07,-99999.99993223732,6.776264067071785e-05
2013-05-30,2,-1.7292502480198443e-06,-99999.99993396657,6.6033390422698e-05
2013-06-03,7,-1.9980166098286013e-06,-99999.99993596459,6.403537381286942e-05
2013-06-04,6,-4.3047705983389836e-06,-99999.99994026936,5.973060321453044e-05
2013-06-05,5,-3.5330318418029962e-06,-99999.9999438024,5.619757137272744e-05
2013-06-07,14,-9.283117859926008e-06,-99999.99995308551,4.691445351280142e-05
2013-06-10,5,-9.466735098719568e-07,-99999.99995403219,4.596778000292947e-05
2013-06-11,4,-5.725331187154349e-07,-99999.99995460472,4.5395246884214036e-05
2013-06-12,3,-1.7469495440920097e-06,-99999.99995635166,4.3648297340122026e-05
2013-06-13,9,-4.863237454484602e-06,-99999.9999612149,3.878505988563741e-05
2013-06-14,8,-3.731167103726006e-06,-99999.99996494607,3.50538927819114e-05
2013-06-17,2,1.526930025130544e-06,-99999.99996341913,3.658082280704195e-05
2013-06-18,4,-1.0026157316024672e-06,-99999.99996442175,3.557820707543948e-05
2013-06-19,5,4.7149404621736926e-06,-99999.99995970681,4.029314753761318e-05
2013-06-20,16,1.056408324779915e-05,-99999.99994914273,5.085723078541232e-05
2013-06-24,15,-6.931989084324115e-06,-99999.99995607472,4.392524170108821e-05
2013-06-25,3,-1.8653857792409819e-06,-99999.9999579401,4.205985592184723e-05
2013-06-26,1,-6.220253200565124e-07,-99999.99995856213,4.143783060179072e-05
2013-06-28,4,-5.035803623257937e-07,-99999.99995906571,4.093425023946493e-05
2013-07-01,11,-5.695220643928214e-06,-99999.99996476094,3.5239029595536714e-05
2013-07-02,4,2.019799415710553e-06,-99999.99996274113,3.7258829011247265e-05
2013-07-03,6,-6.912974907714147e-07,-99999.99996343243,3.656753152047585e-05
2013-07-04,2,3.2288612914935394e-06,-99999.99996020357,3.979639281196939e-05
2013-07-08,2,-8.682995542122841e-08,-99999.9999602904,3.970956285654816e-05
2013-07-09,6,3.873067607934842e-06,-99999.99995641733,4.3582630464483e-05
2013-07-10,3,-1.7828193085633674e-06,-99999.99995820015,4.1799811155919625e-05
2013-07-11,9,1.0380859211094031e-05,-99999.99994781929,5.218067036701364e-05
2013-07-12,3,-2.0192665018311674e-06,-99999.99994983856,5.016140386518248e-05
2013-07-15,3,-1.883925713153948e-06,-99999.99995172248,4.827747815202852e-05
2013-07-16,6,1.880807370895163e-07,-99999.9999515344,4.846555888911804e-05
2013-07-17,6,3.2756056809937334e-06,-99999.99994825879,5.1741164570111775e-05
2013-07-18,6,-3.6605689533451414e-06,-99999.99995191935,4.808059561676664e-05
2013-07-19,6,3.245544435472102e-06,-99999.99994867381,5.1326140052238744e-05
2013-07-22,4,-4.9237108560207925e-08,-99999.99994872305,5.127690294367853e-05
2013-07-23,2,8.618984882841797e-07,-99999.99994786116,5.2138801431962706e-05
2013-07-24,2,-1.1732594575999518e-06,-99999.99994903442,5.096554197436276e-05
2013-07-25,3,-8.950279993920413e-07,-99999.99994992945,5.007051397497072e-05
2013-07-26,4,-5.48373438198486e-07,-99999.99995047782,4.9522140536772233e-05
2013-07-29,2,-4.2839346033352207e-07,-99999.99995090622,4.9093747076438715e-05
2013-07-30,1,-5.990492389141941e-07,-99999.99995150526,4.849469783752452e-05
2013-07-31,1,-5.10762355480993e-07,-99999.99995201602,4.7983935482043525e-05
2013-08-01,3,-1.6751960371579026e-06,-99999.99995369122,4.6308739444885623e-05
2013-08-02,6,-2.3185581352904366e-06,-99999.99995600978,4.399018130959519e-05
2013-08-05,2,1.93728164017977e-06,-99999.9999540725,4.592746294977496e-05
2013-08-06,6,9.771410139764104e-08,-99999.99995397478,4.602517705117259e-05
2013-08-07,5,1.6925866810389055e-06,-99999.99995228219,4.77177637322115e-05
2013-08-08,8,-3.4526008717670367e-06,-99999.99995573479,4.426516286044446e-05
2013-08-09,4,7.982384919202227e-06,-99999.99994775241,5.224754777964668e-05
2013-08-12,2,1.3421383651014264e-06,-99999.99994641027,5.35896861447481e-05
2013-08-13,5,-2.651216108568775e-06,-99999.99994906149,5.093847003617932e-05
2013-08-14,4,3.974251423732001e-06,-99999.99994508724,5.491272145991132e-05
2013-08-15,4,-1.3925496222383098e-07,-99999.9999452265,5.47734664976875e-05
2013-08-16,8,2.360783204508554e-06,-99999.99994286572,5.713424970219605e-05
2013-08-19,7,-3.0294904928599364e-06,-99999.99994589521,5.4104759209336114e-05
2013-08-20,13,-2.8550321062154487e-06,-99999.99994875024,5.124972710312066e-05
2013-08-21,3,5.676829398295517e-07,-99999.99994818255,5.181741004295021e-05
2013-08-22,9,3.5899678496625137e-06,-99999.99994459258,5.540737789261272e-05
2013-08-23,8,-4.083665057882718e-06,-99999.99994867624,5.132371283473001e-05
2013-08-26,8,3.3727494731615056e-06,-99999.99994530348,5.469646230789152e-05
2013-08-27,12,3.5726683439435474e-07,-99999.99994494622,5.505372914228587e-05
2013-08-28,12,-6.831822969119094e-06,-99999.99995177804,4.822190617316678e-05
2013-08-29,9,-2.427001727043424e-06,-99999.99995420504,4.5794904446123365e-05
2013-08-30,5,-1.158465807637951e-06,-99999.9999553635,4.4636438638485415e-05
2013-09-02,8,1.6945007733053448e-06,-99999.999953669,4.633093941179076e-05
2013-09-03,7,-1.0660153456632684e-06,-99999.99995473502,4.5264924066127496e-05
2013-09-04,2,-8.329361407847702e-07,-99999.99995556795,4.4431987925342724e-05
2013-09-05,6,-1.4334611800608402e-06,-99999.99995700142,4.299852674528188e-05
2013-09-06,2,-1.0035699829723072e-06,-99999.99995800499,4.199495676230957e-05
2013-09-09,8,-3.076156066446196e-06,-99999.99996108115,3.8918800695863374e-05
2013-09-10,8,2.8899296832503087e-06,-99999.99995819123,4.18087303791137e-05
2013-09-11,2,1.2601910654650898e-06,-99999.99995693103,4.306892144457879e-05
2013-09-12,3,-6.606248891511402e-07,-99999.99995759166,4.2408296555427646e-05
2013-09-13,3,1.386798609306055e-08,-99999.99995757779,4.242216454152071e-05
2013-09-16,9,-4.205006321958412e-06,-99999.9999617828,3.82171582195623e-05
2013-09-17,7,2.307658349950864e-06,-99999.99995947514,4.0524816569513165e-05
2013-09-18,5,-2.1714482350587776e-06,-99999.9999616466,3.8353368334454385e-05
2013-09-19,12,-4.737021716909195e-06,-99999.99996638362,3.361634661754519e-05
2013-09-20,12,-1.6154591342469427e-06,-99999.99996799909,3.200088748329824e-05
2013-09-23,2,-6.627239205335581e-07,-99999.99996866181,3.133816356276468e-05
2013-09-24,4,-1.3816660519969688e-06,-99999.99997004347,2.995649751076771e-05
2013-09-25,4,-1.2391791516395012e-06,-99999.99997128265,2.8717318359128207e-05
2013-09-26,4,-3.7604491086280634e-08,-99999.99997132026,2.8679713868041927e-05
2013-09-27,4,-1.2018201992715213e-06,-99999.99997252207,2.7477893668770406e-05
2013-09-30,6,-1.770619514500522e-06,-99999.99997429269,2.570727415426988e-05
2013-10-01,9,-2.4042717708165727e-06,-99999.99997669696,2.3303002383453302e-05
2013-10-02,2,-5.121328095786284e-07,-99999.99997720908,2.2790869573874675e-05
2013-10-03,3,-7.217797867317665e-07,-99999.99997793086,2.206908978714291e-05
2013-10-04,5,3.8125578085077094e-06,-99999.9999741183,2.588164759565062e-05
2013-10-07,4,2.83042435547277e-06,-99999.99997128788,2.871207195112339e-05
2013-10-08,3,-1.0797264495373864e-06,-99999.9999723676,2.7632345501586006e-05
2013-10-09,4,2.8566596130935713e-08,-99999.99997233904,2.7660912097716947e-05
2013-10-10,8,1.2820552134881659e-06,-99999.99997105698,2.8942967311205116e-05
2013-10-11,6,-4.989447979268113e-07,-99999.99997155592,2.8444022513278304e-05
2013-10-15,7,-2.645512347257577e-07,-99999.99997182048,2.8179471278552542e-05
2013-10-16,8,-2.5993008845163365e-06,-99999.99997441978,2.5580170394036204e-05
2013-10-17,12,-2.0976525408503733e-06,-99999.99997651744,2.3482517853185833e-05
2013-10-18,10,1.7754651652236857e-08,-99999.99997649969,2.3500272504838067e-05
2013-10-21,5,-1.2854034606194507e-06,-99999.99997778509,2.2214869044218618e-05
2013-10-22,5,1.513175756692914e-07,-99999.99997763378,2.236618661988791e-05
2013-10-23,7,8.864721069255382e-07,-99999.9999767473,2.3252658726813453e-05
2013-10-24,9,-1.706712974057487e-06,-99999.99997845401,2.1545945752755964e-05
2013-10-25,5,-5.451556693775177e-07,-99999.99997899917,2.1000790083378447e-05
2013-10-28,6,-1.0600343840847407e-07,-99999.99997910518,2.0894786644969975e-05
2013-10-29,2,-5.016832186933887e-07,-99999.99997960686,2.039310342627659e-05
2013-10-30,1,-2.627391942068917e-07,-99999.9999798696,2.01303642320697e-05
2013-10-31,2,-4.617804020825024e-07,-99999.99998033137,1.9668583829987195e-05
2013-11-04,4,-2.212763429398017e-07,-99999.99998055265,1.9447307487047392e-05
2013-11-05,2,-4.186724528914748e-07,-99999.99998097132,1.9028635034155918e-05
2013-11-06,2,1.3248107229048077e-07,-99999.99998083884,1.91611161064464e-05
2013-11-07,2,-4.260986277294296e-07,-99999.99998126493,1.873501747871697e-05
2013-11-08,1,-2.717481237394816e-07,-99999.99998153668,1.8463269354977487e-05
2013-11-11,1,-2.711864767513317e-07,-99999.99998180786,1.8192082878226154e-05
2013-11-12,3,8.024100742394085e-07,-99999.99998100546,1.8994492952465565e-05
2013-11-13,1,-1.805939195211034e-07,-99999.99998118605,1.8813899032944462e-05
2013-11-14,10,-8.154821556429791e-07,-99999.99998200154,1.799841687730148e-05
2013-11-15,5,-9.386184898828385e-07,-99999.99998294015,1.705979838741864e-05
2013-11-19,4,-3.4974830112464963e-07,-99999.9999832899,1.671005008629399e-05
2013-11-20,5,-9.289938683610001e-07,-99999.9999842189,1.5781056217932992e-05
2013-11-21,5,-8.058426943382832e-07,-99999.99998502474,1.4975213523594708e-05
2013-11-22,4,-6.082948582213923e-07,-99999.99998563304,1.4366918665373315e-05
2013-11-25,5,-1.948650213827244e-07,-99999.9999858279,1.4172053643990594e-05
2013-11-26,4,-1.8018884071610537e-07,-99999.99998600809,1.3991864803274489e-05
2013-11-27,5,-1.342992113295247e-07,-99999.99998614239,1.3857565591944966e-05
2013-11-28,8,-1.0139738905644024e-07,-99999.99998624378,1.3756168202888524e-05
2013-11-29,6,-8.352502102927411e-07,-99999.99998707903,1.2920917992595783e-05
2013-12-02,5,-3.5695620785468456e-07,-99999.999987436,1.2563961784741101e-05
2013-12-03,8,2.604341986855517e-07,-99999.99998717556,1.2824395983426655e-05
2013-12-04,7,-9.123314948466306e-07,-99999.99998808789,1.1912064488580023e-05
2013-12-05,3,-3.8455181550972485e-07,-99999.99998847244,1.1527512673070299e-05
2013-12-09,6,-6.920210124050127e-07,-99999.99998916445,1.0835491660665286e-05
2013-12-10,8,-2.2992541837414676e-07,-99999.99998939438,1.0605566242291138e-05
2013-12-11,5,1.2449517459334091e-07,-99999.99998926988,1.073006141688448e-05
2013-12-12,5,1.2130682045391949e-06,-99999.99998805682,1.1943129621423676e-05
2013-12-13,2,-2.8182452188698326e-07,-99999.99998833865,1.1661305099536692e-05
2013-12-16,5,-6.196171212205044e-07,-99999.99998895827,1.1041687978316189e-05
2013-12-17,4,-4.925656271620419e-07,-99999.99998945084,1.0549122351154146e-05
2013-12-18,9,-8.930056715551241e-07,-99999.99999034384,9.65611667959902e-06
2013-12-19,16,5.711453356336585e-07,-99999.9999897727,1.0227262015232679e-05
2013-12-20,11,-5.724034477603752e-07,-99999.9999903451,9.654858567472305e-06
2013-12-23,7,6.14862921772108e-07,-99999.99998973023,1.0269721489244411e-05
2013-12-27,10,-5.902765343614302e-07,-99999.9999903205,9.67944495488298e-06
2013-12-30,6,-5.125010183826835e-07,-99999.999990833,9.166943936500297e-06
2014-01-02,10,-6.630027134489703e-07,-99999.999991496,8.503941223051326e-06
2014-01-03,5,5.971220751510949e-09,-99999.99999149004,8.509912443802837e-06
2014-01-07,16,9.989381920055418e-07,-99999.9999904911,9.508850635808378e-06
2014-01-08,6,-1.0119525746195325e-07,-99999.99999059229,9.407655378346426e-06
2014-01-09,4,-4.0908523366341763e-07,-99999.99999100137,8.998570144683007e-06
2014-01-10,3,-3.406229864219227e-07,-99999.99999134199,8.657947158261085e-06
2014-01-13,5,-2.4197782424319935e-07,-99999.99999158397,8.415969334017885e-06
2014-01-14,14,-1.2456656398624711e-06,-99999.99999282963,7.170303694155416e-06
2014-01-15,2,1.1457773388169287e-07,-99999.99999271505,7.284881428037109e-06
2014-01-16,5,4.1431988617174173e-07,-99999.99999230073,7.69920131420885e-06
2014-01-17,2,-1.4933615821074473e-07,-99999.99999245006,7.549865155998106e-06
2014-01-20,3,-2.745666322556766e-07,-99999.99999272462,7.275298523742429e-06
2014-01-21,5,-7.945375234912705e-08,-99999.99999280408,7.1958447713933025e-06
2014-01-22,6,-2.041508496338908e-07,-99999.99999300823,6.991693921759413e-06
2014-01-23,5,-1.0517351230054259e-07,-99999.9999931134,6.886520409458871e-06
2014-01-24,4,-3.5248387846984894e-07,-99999.99999346588,6.534036530989022e-06
2014-01-27,10,-2.1369988754543533e-07,-99999.99999367958,6.320336643443587e-06
2014-01-28,6,-3.837585356090657e-07,-99999.99999406334,5.936578107834523e-06
2014-01-29,9,1.5117089362485276e-06,-99999.99999255163,7.448287044083049e-06
2014-01-30,5,-2.3230258025847875e-07,-99999.99999278394,7.215984463824571e-06
2014-01-31,7,-6.243504696776561e-07,-99999.99999340829,6.5916339941469145e-06
2014-02-03,5,-4.18151828887077e-07,-99999.99999382644,6.173482165259837e-06
2014-02-04,8,-2.99744264562794e-09,-99999.99999382943,6.17048472261421e-06
2014-02-05,8,-5.986765134230428e-07,-99999.99999442812,5.571808209191167e-06
2014-02-06,7,-4.835725298827358e-07,-99999.99999491169,5.088235679308431e-06
2014-02-07,4,-9.441084430189189e-08,-99999.9999950061,4.993824835006539e-06
2014-02-10,3,-5.7645382205127445e-08,-99999.99999506374,4.9361794528014125e-06
2014-02-11,1,-7.163261560014976e-08,-99999.99999513538,4.864546837201263e-06
2014-02-12,4,1.1399780339156746e-07,-99999.99999502138,4.97854464059283e-06
2014-02-13,1,-7.352115315531986e-08,-99999.9999950949,4.90502348743751e-06
2014-02-14,2,-1.4353031626108694e-07,-99999.99999523842,4.761493171176423e-06
2014-02-17,1,-6.440864404153438e-08,-99999.99999530283,4.697084527134889e-06
2014-02-18,1,-6.678408785673859e-08,-99999.99999536961,4.63030043927815e-06
2014-02-19,3,-1.6529367799151982e-07,-99999.9999955349,4.465006761286631e-06
2014-02-20,9,-4.6100742386602003e-07,-99999.99999599591,4.003999337420612e-06
2014-02-21,2,1.6004002768626406e-08,-99999.9999959799,4.0200033401892385e-06
2014-02-24,6,-2.581164575151557e-07,-99999.99999623802,3.7618868826740828e-06
2014-02-25,5,-2.0609703734036023e-07,-99999.99999644412,3.5557898453337223e-06
2014-02-26,1,-4.1408312094119247e-08,-99999.99999648554,3.514381533239603e-06
2014-02-28,1,-4.1209696274638514e-08,-99999.99999652675,3.4731718369649645e-06
2014-03-03,14,-4.267781913149095e-07,-99999.99999695353,3.0463936456500557e-06
2014-03-04,17,7.717538731529864e-07,-99999.99999618177,3.818147518803044e-06
2014-03-05,2,-9.326646471026767e-08,-99999.99999627503,3.7248810540927757e-06
2014-03-06,2,-8.065155071169536e-08,-99999.99999635568,3.6442295033810807e-06
2014-03-07,4,-1.826962305432057e-07,-99999.99999653838,3.461533272837875e-06
2014-03-10,4,-1.4119251856675047e-07,-99999.99999667957,3.3203407542711243e-06
2014-03-12,6,-1.5501778737073964e-07,-99999.9999968346,3.1653229669003847e-06
2014-03-13,4,-1.2802403899666874e-07,-99999.99999696262,3.0372989279037165e-06
2014-03-14,12,-7.68433352958816e-08,-99999.99999703947,2.960455592607835e-06
2014-03-17,2,2.665815355373263e-07,-99999.9999967729,3.2270371281451617e-06
2014-03-18,3,-1.2476140354891967e-07,-99999.99999689766,3.1022757245962417e-06
2014-03-19,6,-2.271928731058491e-07,-99999.99999712486,2.8750828514903926e-06
2014-03-20,9,-3.122102216025672e-07,-99999.99999743707,2.562872629887826e-06
2014-03-21,5,-2.9207485188876443e-08,-99999.99999746628,2.5336651446989493e-06
2014-03-24,7,5.968254817856812e-07,-99999.99999686945,3.1304906264846308e-06
2014-03-25,6,1.9211613026914193e-07,-99999.99999667733,3.3226067567537726e-06
2014-03-26,6,-2.894476827026632e-08,-99999.99999670628,3.2936619884835064e-06
2014-03-27,3,-1.1856883115837789e-07,-99999.99999682484,3.1750931573251285e-06
2014-03-28,6,1.6567303684830464e-07,-99999.99999665917,3.3407661941734336e-06
2014-03-31,4,-1.5518185512980854e-07,-99999.99999681435,3.185584339043625e-06
2014-04-01,10,-3.6168290355924306e-07,-99999.99999717604,2.8239014354843817e-06
2014-04-02,6,-1.8694589653641814e-07,-99999.99999736299,2.6369555389479635e-06
2014-04-03,5,-1.1411348304872148e-07,-99999.9999974771,2.5228420558992424e-06
2014-04-04,3,7.149458051272594e-08,-99999.99999740561,2.5943366364119682e-06
2014-04-07,11,-3.021085822722039e-07,-99999.99999770772,2.292228054139765e-06
2014-04-08,3,-8.246347659146592e-08,-99999.99999779019,2.209764577548299e-06
2014-04-09,3,-8.260310487682931e-08,-99999.99999787279,2.12716147267147e-06
2014-04-10,2,2.6389755849848314e-08,-99999.9999978464,2.153551228521318e-06
2014-04-11,17,-3.853489707211227e-07,-99999.99999823175,1.7682022578001953e-06
2014-04-14,15,-1.7951138959450146e-07,-99999.99999841127,1.5886908682056937e-06
2014-04-15,3,-5.48117127448297e-08,-99999.99999846608,1.533879155460864e-06
2014-04-16,5,-9.279338722957437e-08,-99999.99999855888,1.4410857682312899e-06
2014-04-22,11,-1.8143618424849698e-07,-99999.99999874031,1.259649583982793e-06
2014-04-23,2,-1.116669086362541e-08,-99999.99999875147,1.2484828931191677e-06
2014-04-24,4,-6.248567774639432e-08,-99999.99999881396,1.1859972153727734e-06
2014-04-25,3,-4.4137625563157654e-08,-99999.9999988581,1.1418595898096158e-06
2014-04-28,5,-7.10681674126073e-08,-99999.99999892917,1.0707914223970084e-06
2014-04-29,4,-5.0764149778040593e-08,-99999.99999897993,1.0200272726189676e-06
2014-05-02,10,-2.5690024162042857e-08,-99999.99999900561,9.943372484569247e-07
2014-05-05,1,-1.3559586078221884e-08,-99999.99999901917,9.807776623787028e-07
2014-05-06,1,-1.1494273785866004e-08,-99999.99999903067,9.692833885928367e-07
2014-05-07,5,-6.227579705699433e-08,-99999.99999909295,9.070075915358422e-07
2014-05-08,1,-1.2755121669867605e-08,-99999.99999910571,8.942524698659746e-07
2014-05-09,1,-1.2931155564523307e-08,-99999.99999911865,8.813213143014514e-07
2014-05-12,3,-3.3480211338411444e-08,-99999.99999915213,8.4784110296304e-07
2014-05-13,3,-1.1106600745187919e-08,-99999.99999916324,8.367345022178521e-07
2014-05-14,2,-4.3323612705662665e-11,-99999.99999916328,8.366911786051464e-07
2014-05-15,4,-3.837206254605378e-08,-99999.99999920165,7.983191160590927e-07
2014-05-16,13,-1.1339134814991521e-07,-99999.99999931504,6.849277679091774e-07
2014-05-19,6,-4.621002693569677e-08,-99999.99999936126,6.387177409734805e-07
