date,ticker,direction,entry_price,stop_price,exit_price,exit_type,atr_multiplier,shares,gross_pnl,costs,net_pnl,capital_after
2015-01-07,VOLVO_5_MIN,long,85.15,82.7257243638196,84.45,eod,1.5,412.4943488585971,-288.7460442010192,41.97542493985084,-330.72146914087,99669.27853085913
2015-01-13,SKF_5_min,long,173.0,167.9996677740864,173.3,eod,1.5,199.3253128548845,59.797593856467614,41.415813504987895,18.38178035147972,99687.66031121061
2015-01-14,BOLIDEN_5_min,short,108.013131,112.30597691011941,99.291026,eod,1.5,232.2181191647703,2025.4308182576385,28.883868860146944,1996.5469493974915,101684.2072606081
2015-01-23,ATLAS_5_min,long,54.49999986,52.5571444083141,55.34999992,eod,1.5,523.3750517691486,444.8688254062791,34.495649593019074,410.37317581326,102094.58043642137
2015-01-28,NORDEA_5_min,long,103.1,100.15285157880093,104.7,eod,1.5,346.4181841065329,554.2690945704556,43.19141919440253,511.0776753760531,102605.65811179743
2015-01-29,SANDVIK_min,short,82.75,86.05148005148006,85.1,eod,1.5,310.7868486614034,-730.3490943542962,31.29934352868993,-761.6484378829862,101844.00967391444
2015-02-03,ALFA_LAVAL_5_MIN,long,159.6,154.01852551984877,156.8,eod,1.5,182.46793035799206,-510.91020500237465,34.63971189916121,-545.5499169015359,101298.4597570129
2015-02-04,HANDELSBANKEN_5_min,short,125.999874,129.87282077380343,124.666542,eod,1.5,261.55396826570103,348.7382756156433,39.33767748944461,309.4005981261987,101607.8603551391
2015-02-05,VOLVO_5_MIN,long,97.45,94.34821428571429,95.9,eod,1.5,327.5785941213469,-507.74682088808675,38.002392704017446,-545.7492135921042,101062.111141547
2015-02-06,HEXAGON_5_min,long,40.999959,39.746388749999994,41.52853,eod,1.5,806.19423715222,426.1308941257914,39.92039533960823,386.21049878618317,101448.32164033318
2015-02-06,HUSQVARNA_5_min,short,57.65,60.03963730569948,60.03963730569948,stop,1.5,424.53439021214905,-1014.4832164033318,29.977979044718467,-1044.4611954480501,100403.86044488513
2015-02-06,KINNEVIK_5_min,long,119.6528774,115.84830882491654,119.16029448,eod,1.5,263.90340576968794,-129.99431021197498,37.81416564107632,-167.8084758530513,100236.05196903208
2015-02-12,BOLIDEN_5_min,long,127.307483,122.2841944205104,131.536382,eod,1.5,199.54269077492796,843.8458854754018,30.990240787609313,812.8556446877925,101048.90761371987
2015-03-04,HEXAGON_5_min,short,40.542817,42.03401995445929,40.414245,eod,1.5,677.6334992600669,87.1246942668642,32.91553032772451,54.209163939139685,101103.11677765902
2015-03-11,ALFA_LAVAL_5_MIN,long,156.5,152.54136961886482,158.5,eod,1.5,255.39923418833212,510.79846837666423,48.27045526159477,462.5280131150695,101565.64479077408
2015-03-11,SKF_5_min,long,211.6,205.33989868287742,217.6,eod,1.5,162.24281308830032,973.456878529802,41.780769226499096,931.676109303303,102497.32090007738
2015-03-19,VOLVO_5_MIN,long,100.5,97.68445252352439,100.3,eod,1.5,364.04046373382147,-72.80809274676533,43.859595070650805,-116.66768781741612,102380.65321225996
2015-04-07,ASSA_5_min,short,175.333158,180.45749822495273,175.833158,eod,1.5,199.79284887003055,-99.89642443501528,42.09631122050004,-141.99273565551533,102238.66047660445
2015-04-07,HEXAGON_5_min,long,45.571383,44.132773073456505,45.528526,eod,1.5,710.6767344658216,-30.45747280900024,38.8455515029521,-69.30302431195234,102169.35745229249
2015-04-16,KINNEVIK_5_min,long,131.56442889,128.6245045142755,132.32569385,eod,1.5,347.523760461064,264.55766160644333,55.02485268188191,209.53280892456144,102378.89026121705
2015-04-17,SKF_5_min,long,214.7,208.43117792147189,208.43117792147189,stop,1.5,163.3143977907493,-1023.7889026121704,41.46204810524134,-1065.2509507174118,101313.63931049964
2015-04-17,SANDVIK_min,short,94.1,97.02281901771697,94.1,eod,1.5,346.62987580269714,0.0,39.14144557564056,-39.14144557564056,101274.497864924
2015-04-21,GETINGE_5_min,short,216.362028,224.61116320694055,214.48919,eod,1.5,122.76983626079391,229.92801460299293,31.73732009197417,198.19069451101876,101472.68855943502
2015-04-22,VOLVO_5_MIN,long,115.9,113.10221589502352,113.10221589502352,stop,1.5,362.68948836667954,-1014.7268855943503,49.83401791068117,-1064.5609035050315,100408.12765592999
2015-04-23,ERICSSON_5_MIN,long,101.4,97.03928571428573,97.03928571428573,stop,1.5,230.25614859672754,-1004.0812765592999,27.415119395314225,-1031.4963959546142,99376.63125997537
2015-04-23,SEB_5_MIN,short,108.2,111.05807281361298,106.0,eod,1.5,347.70503671790755,764.9510807793976,44.687051318985475,720.2640294604121,100096.89528943578
2015-04-29,NORDEA_5_min,short,109.6,112.03840749414519,107.7,eod,1.5,410.5010976622084,779.9520855581925,53.52113311319872,726.4309524449937,100823.32624188077
2015-05-04,HEXAGON_5_min,short,44.714241,46.498426247291064,44.38567,eod,1.5,565.0944956246068,185.67366352187477,30.20992156004541,155.46374196182936,100978.7899838426
2015-06-22,ASSA_5_min,short,161.2,166.50413318959107,159.4,eod,1.5,190.37755345586905,342.67959622056105,36.62102618277097,306.0585700377901,101284.84855388038
2015-06-22,HUSQVARNA_5_min,long,62.1,59.84610943483811,62.0,eod,1.5,449.3778452220703,-44.937784522207664,33.460674355235355,-78.39845887744302,101206.45009500293
2015-06-25,HM_5_min,short,330.8,339.9793679575185,328.9,eod,1.5,110.25426866357229,209.48311046079112,43.64084462241519,165.84226583837594,101372.29236084131
2015-07-10,SEB_5_MIN,short,105.8,109.6819474393531,108.2,eod,1.5,261.1377251870632,-626.7305404489532,33.53008391401891,-660.2606243629721,100712.03173647834
2015-07-13,GETINGE_5_min,long,212.517782,205.22005196428572,213.306346,eod,1.5,138.00460039437556,108.82545970538756,35.259413173754055,73.5660465316335,100785.59778300997
2015-07-14,SEB_5_MIN,short,109.3,113.15375374397706,108.6,eod,1.5,261.52578622991996,183.0680503609447,34.19188129169973,148.87616906924498,100934.47395207922
2015-07-15,GETINGE_5_min,long,205.026432,197.76396320698822,205.420714,eod,1.5,138.9809399927504,54.79768298222217,34.22659810105299,20.571084881169178,100955.0450369604
2015-07-15,SANDVIK_min,short,90.5,93.62857142857143,88.4,eod,1.5,322.6873585656263,677.6434529878135,34.63726106843433,643.0061919193791,101598.05122887978
2015-07-16,ALFA_LAVAL_5_MIN,long,162.6,157.19001848428834,165.5,eod,1.5,187.7974091664067,544.6124865825806,36.969797968498824,507.64268861408175,102105.69391749386
2015-08-03,HANDELSBANKEN_5_min,long,135.4,132.3357142857143,134.4,eod,1.5,333.21205474240395,-333.21205474240395,53.94036742170035,-387.1524221641043,101718.54149532976
2015-08-05,HEXAGON_5_min,short,37.971391,39.55674430202132,38.642819,eod,1.5,641.6143415202066,-430.79783409823307,29.494065540144494,-460.2918996383776,101258.24959569138
2015-08-24,ATLAS_5_min,long,46.75000016,45.03465044737034,46.97500001,eod,1.5,590.3067394954745,132.81892784047275,33.195899555739295,99.62302828473346,101357.87262397612
2015-08-24,HUSQVARNA_5_min,short,54.5,56.25714285714286,53.65,eod,1.5,576.8334214372616,490.3084082216732,37.4307207170639,452.8776875046093,101810.75031148072
2015-08-24,SEB_5_MIN,long,95.35,93.05714285714285,93.05714285714285,stop,1.5,444.03442503449503,-1018.1075031148072,50.19555441057803,-1068.3030575253852,100742.44725395534
2015-08-24,ABB_5_min,short,155.5,160.58310964513194,156.2,eod,1.5,198.19058467573228,-138.73340927301035,37.06560314605545,-175.7990124190658,100566.64824153627
2015-08-27,HUSQVARNA_5_min,short,57.55,59.92650669642857,56.2,eod,1.5,423.1700604617208,571.2795816233207,28.881356626512442,542.3982249968083,101109.04646653308
2015-08-28,HANDELSBANKEN_5_min,short,127.6,132.8137711153373,129.0,eod,1.5,193.92689903302752,-271.49765864623964,29.85698537512491,-301.35464402136455,100807.69182251171
2015-10-08,HUSQVARNA_5_min,long,56.55,54.26583754740834,55.75,eod,1.5,441.33328480263384,-353.06662784210585,29.737036730001464,-382.8036645721073,100424.88815793961
2015-10-09,BOLIDEN_5_min,long,135.412873,127.9594757285305,139.55367,eod,1.5,134.73706619980047,557.9188395089379,22.228911184152768,535.6899283247851,100960.5780862644
2015-10-21,SEB_5_MIN,long,91.0,88.01607142857142,88.01607142857142,stop,1.5,338.34783799107083,-1009.6057808626439,36.34182044010735,-1045.9476013027513,99914.63048496166
2015-10-23,ERICSSON_5_MIN,short,83.6,86.25906902086676,82.8,eod,1.5,375.7504212974241,300.60033703793823,37.51492206233482,263.0854149756034,100177.71589993726
2015-10-27,ALFA_LAVAL_5_MIN,short,147.8,153.47089768339768,149.8,eod,1.5,176.65230708221253,-353.30461416442506,31.54303595259987,-384.84765011702495,99792.86824982024
