date,period_start,period_end,trades,net_pnl,cumulative_pnl,capital
2021-01-04,2021-01-01,2023-12-31,16,42.993090616912724,42.993090616912724,100042.99309061692
2021-01-07,2021-01-01,2023-12-31,18,4653.415037121951,4696.408127738864,104696.40812773886
2021-01-08,2021-01-01,2023-12-31,7,769.9089965537255,5466.317124292589,105466.31712429259
2021-01-11,2021-01-01,2023-12-31,2,-668.8316377286271,4797.485486563962,104797.48548656396
2021-01-12,2021-01-01,2023-12-31,2,764.5098646270733,5561.995351191035,105561.99535119104
2021-01-13,2021-01-01,2023-12-31,3,807.7807282895778,6369.776079480613,106369.77607948062
2021-01-14,2021-01-01,2023-12-31,6,-1296.9112695081262,5072.864809972487,105072.8648099725
2021-01-15,2021-01-01,2023-12-31,4,2180.534492426942,7253.399302399429,107253.39930239944
2021-01-18,2021-01-01,2023-12-31,4,-941.0914739582763,6312.307828441153,106312.30782844116
2021-01-19,2021-01-01,2023-12-31,6,-1008.1350474606387,5304.172780980514,105304.1727809805
2021-01-20,2021-01-01,2023-12-31,2,164.5951948401201,5468.767975820634,105468.76797582062
2021-01-21,2021-01-01,2023-12-31,4,-737.6092984652436,4731.158677355391,104731.15867735539
2021-01-22,2021-01-01,2023-12-31,5,-1084.7693720593395,3646.389305296051,103646.38930529603
2021-01-25,2021-01-01,2023-12-31,1,-1126.1698429966946,2520.2194622993566,102520.21946229934
2021-01-26,2021-01-01,2023-12-31,3,-960.5523837681785,1559.667078531178,101559.66707853117
2021-01-27,2021-01-01,2023-12-31,6,2874.22358532719,4433.8906638583685,104433.89066385834
2021-01-28,2021-01-01,2023-12-31,11,-2753.8600769918266,1680.0305868665419,101680.03058686652
2021-01-29,2021-01-01,2023-12-31,14,1481.5969491266494,3161.6275359931915,103161.62753599316
2021-02-01,2021-01-01,2023-12-31,11,2184.1797026848953,5345.807238678087,105345.80723867808
2021-02-02,2021-01-01,2023-12-31,10,-837.724362495915,4508.082876182172,104508.08287618218
2021-02-03,2021-01-01,2023-12-31,7,-2516.727520240969,1991.355355941203,101991.3553559412
2021-02-04,2021-01-01,2023-12-31,8,615.4784433613925,2606.8337993025953,102606.83379930258
2021-02-05,2021-01-01,2023-12-31,5,2200.7436002753448,4807.57739957794,104807.5773995779
2021-02-08,2021-01-01,2023-12-31,4,-1451.8676803838086,3355.709719194131,103355.7097191941
2021-02-09,2021-01-01,2023-12-31,3,-177.7504697223718,3177.9592494717594,103177.95924947172
2021-02-12,2021-01-01,2023-12-31,1,408.53972644125855,3586.498975913018,103586.49897591298
2021-02-15,2021-01-01,2023-12-31,2,-587.2790988483422,2999.219877064676,102999.21987706464
2021-02-16,2021-01-01,2023-12-31,2,69.95426498805034,3069.1741420527264,103069.17414205268
2021-02-17,2021-01-01,2023-12-31,4,-765.4926633831125,2303.681478669614,102303.68147866955
2021-02-18,2021-01-01,2023-12-31,3,-149.6405759686752,2154.040902700939,102154.04090270087
2021-02-19,2021-01-01,2023-12-31,2,-394.25221283655117,1759.7886898643878,101759.78868986432
2021-02-22,2021-01-01,2023-12-31,8,-83.53167677376052,1676.2570130906274,101676.25701309055
2021-02-23,2021-01-01,2023-12-31,4,-2398.2285521675753,-721.9715390769479,99278.02846092299
2021-02-24,2021-01-01,2023-12-31,5,1059.0650167388108,337.09347766186283,100337.0934776618
2021-02-25,2021-01-01,2023-12-31,8,-1031.6527839642597,-694.5593063023969,99305.44069369754
2021-02-26,2021-01-01,2023-12-31,12,-5641.030917942632,-6335.590224245029,93664.4097757549
2021-03-01,2021-01-01,2023-12-31,11,3693.0821413426293,-2642.5080829024,97357.49191709753
2021-03-02,2021-01-01,2023-12-31,5,766.2500047891826,-1876.2580781132174,98123.7419218867
2021-03-03,2021-01-01,2023-12-31,4,861.2377953096403,-1015.0202828035771,98984.97971719633
2021-03-04,2021-01-01,2023-12-31,9,2032.0302188797114,1017.0099360761343,101017.00993607604
2021-03-05,2021-01-01,2023-12-31,1,-1074.592236457679,-57.58230038154477,99942.41769961835
2021-03-08,2021-01-01,2023-12-31,4,2097.53588918283,2039.9535888012852,102039.95358880117
2021-03-09,2021-01-01,2023-12-31,9,-3446.577955261841,-1406.6243664605558,98593.37563353934
2021-03-10,2021-01-01,2023-12-31,8,-2376.283496790746,-3782.907863251302,96217.09213674859
2021-03-11,2021-01-01,2023-12-31,7,1169.0865080179242,-2613.8213552333777,97386.17864476649
2021-03-12,2021-01-01,2023-12-31,4,-931.263624966603,-3545.0849801999807,96454.9150197999
2021-03-15,2021-01-01,2023-12-31,7,-2153.709349856672,-5698.794330056653,94301.20566994323
2021-03-16,2021-01-01,2023-12-31,4,-1181.7789901591273,-6880.573320215781,93119.4266797841
2021-03-17,2021-01-01,2023-12-31,3,-357.86159270666155,-7238.434912922442,92761.56508707743
2021-03-18,2021-01-01,2023-12-31,6,1365.7698758988136,-5872.665037023628,94127.33496297624
2021-03-19,2021-01-01,2023-12-31,9,-2698.6918191989953,-8571.356856222625,91428.64314377724
2021-03-22,2021-01-01,2023-12-31,4,-1362.7258109566162,-9934.08266717924,90065.91733282061
2021-03-23,2021-01-01,2023-12-31,9,-1186.6385364675873,-11120.721203646828,88879.27879635303
2021-03-24,2021-01-01,2023-12-31,8,5560.844321713823,-5559.876881933005,94440.12311806685
2021-03-25,2021-01-01,2023-12-31,6,-597.4500681297169,-6157.326950062722,93842.67304993715
2021-03-26,2021-01-01,2023-12-31,9,1477.1176336107897,-4680.209316451932,95319.79068354795
2021-03-29,2021-01-01,2023-12-31,5,-995.2669750635675,-5675.4762915155,94324.52370848437
2021-03-30,2021-01-01,2023-12-31,5,1981.5499568645187,-3693.926334650981,96306.07366534889
2021-03-31,2021-01-01,2023-12-31,2,-655.6950747518041,-4349.6214094027855,95650.37859059709
2021-04-06,2021-01-01,2023-12-31,15,-3501.523032191731,-7851.144441594517,92148.85555840538
2021-04-07,2021-01-01,2023-12-31,3,-5.420089437361156,-7856.564531031878,92143.43546896802
2021-04-08,2021-01-01,2023-12-31,1,-386.70907435878115,-8243.27360539066,91756.72639460924
2021-04-09,2021-01-01,2023-12-31,3,315.71768586285583,-7927.555919527804,92072.4440804721
2021-04-12,2021-01-01,2023-12-31,1,-629.1197897064058,-8556.675709234209,91443.32429076568
2021-04-13,2021-01-01,2023-12-31,6,-52.767713224363945,-8609.443422458573,91390.55657754133
2021-04-14,2021-01-01,2023-12-31,2,97.72694887288759,-8511.716473585686,91488.28352641422
2021-04-15,2021-01-01,2023-12-31,7,-689.6193900124235,-9201.33586359811,90798.6641364018
2021-04-16,2021-01-01,2023-12-31,10,1242.2378551222314,-7959.098008475878,92040.90199152404
2021-04-19,2021-01-01,2023-12-31,2,1098.7821632432585,-6860.315845232619,93139.6841547673
2021-04-20,2021-01-01,2023-12-31,5,-74.9717224697024,-6935.287567702321,93064.71243229759
2021-04-21,2021-01-01,2023-12-31,10,-1537.3433780597381,-8472.63094576206,91527.36905423783
2021-04-22,2021-01-01,2023-12-31,4,2677.670785220287,-5794.960160541772,94205.03983945813
2021-04-23,2021-01-01,2023-12-31,5,-1221.651700804071,-7016.611861345843,92983.38813865405
2021-04-26,2021-01-01,2023-12-31,6,-596.6476365568162,-7613.259497902659,92386.74050209724
2021-04-27,2021-01-01,2023-12-31,4,-395.55552919065997,-8008.815027093319,91991.18497290659
2021-04-28,2021-01-01,2023-12-31,7,84.88889214857113,-7923.926134944748,92076.07386505516
2021-04-29,2021-01-01,2023-12-31,3,1050.0692021138466,-6873.856932830901,93126.143067169
2021-05-03,2021-01-01,2023-12-31,9,-121.03023519341706,-6994.887168024318,93005.11283197558
2021-05-04,2021-01-01,2023-12-31,3,3182.203335451652,-3812.6838325726662,96187.31616742723
2021-05-05,2021-01-01,2023-12-31,3,-851.335250267413,-4664.019082840079,95335.98091715982
2021-05-06,2021-01-01,2023-12-31,4,-114.63660287550101,-4778.65568571558,95221.34431428432
2021-05-07,2021-01-01,2023-12-31,6,-1915.724264318923,-6694.379950034503,93305.62004996538
2021-05-10,2021-01-01,2023-12-31,2,-291.91199448867286,-6986.2919445231755,93013.7080554767
2021-05-11,2021-01-01,2023-12-31,3,1541.4037514631123,-5444.888193060064,94555.1118069398
2021-05-14,2021-01-01,2023-12-31,13,-179.71823011313643,-5624.6064231732,94375.39357682665
2021-05-17,2021-01-01,2023-12-31,2,-0.12379649532164194,-5624.730219668521,94375.26978033133
2021-05-18,2021-01-01,2023-12-31,3,391.9089283147571,-5232.8212913537645,94767.1787086461
2021-05-19,2021-01-01,2023-12-31,9,1239.745082474148,-3993.0762088796164,96006.92379112024
2021-05-20,2021-01-01,2023-12-31,4,3171.283204214832,-821.7930046647843,99178.20699533507
2021-05-21,2021-01-01,2023-12-31,2,3.696794526684812,-818.0962101380995,99181.90378986175
2021-05-24,2021-01-01,2023-12-31,4,-796.0887007580841,-1614.1849108961837,98385.81508910366
2021-05-25,2021-01-01,2023-12-31,4,-860.8399569749407,-2475.0248678711246,97524.97513212873
2021-05-26,2021-01-01,2023-12-31,3,-441.8126676416846,-2916.837535512809,97083.16246448706
2021-05-27,2021-01-01,2023-12-31,6,1338.0837030967941,-1578.753832416015,98421.24616758387
2021-05-28,2021-01-01,2023-12-31,5,-3388.1374873389923,-4966.891319755007,95033.10868024487
2021-05-31,2021-01-01,2023-12-31,4,-792.9305399808901,-5759.821859735897,94240.17814026398
2021-06-01,2021-01-01,2023-12-31,3,179.09897816012256,-5580.722881575774,94419.27711842408
2021-06-02,2021-01-01,2023-12-31,9,-355.37676239755035,-5936.099643973324,94063.90035602651
2021-06-03,2021-01-01,2023-12-31,1,-251.3879714657808,-6187.487615439105,93812.51238456073
2021-06-04,2021-01-01,2023-12-31,3,552.5354108666404,-5634.952204572464,94365.04779542738
2021-06-07,2021-01-01,2023-12-31,4,-1700.2982318382697,-7335.2504364107335,92664.74956358911
2021-06-08,2021-01-01,2023-12-31,2,-1348.7784709935117,-8684.028907404245,91315.9710925956
2021-06-09,2021-01-01,2023-12-31,4,-2112.8672537549005,-10796.896161159146,89203.10383884072
2021-06-10,2021-01-01,2023-12-31,5,458.7988568840875,-10338.097304275057,89661.9026957248
2021-06-11,2021-01-01,2023-12-31,2,-524.804173354394,-10862.901477629452,89137.0985223704
2021-06-14,2021-01-01,2023-12-31,8,-3489.537364734004,-14352.438842363455,85647.56115763639
2021-06-15,2021-01-01,2023-12-31,6,1323.814157595587,-13028.624684767869,86971.37531523197
2021-06-16,2021-01-01,2023-12-31,4,-779.5374435221847,-13808.162128290052,86191.8378717098
2021-06-17,2021-01-01,2023-12-31,8,-1069.611697662727,-14877.77382595278,85122.22617404707
2021-06-18,2021-01-01,2023-12-31,13,-5968.888735911687,-20846.66256186447,79153.33743813541
2021-06-21,2021-01-01,2023-12-31,13,-4630.679446451417,-25477.342008315885,74522.65799168395
2021-06-22,2021-01-01,2023-12-31,6,-2181.342086891877,-27658.684095207762,72341.31590479206
2021-06-23,2021-01-01,2023-12-31,4,1401.3875817694957,-26257.296513438265,73742.70348656157
2021-06-24,2021-01-01,2023-12-31,9,1394.964259100424,-24862.33225433784,75137.667745662
2021-06-28,2021-01-01,2023-12-31,14,1224.6045235402028,-23637.72773079764,76362.27226920222
2021-06-29,2021-01-01,2023-12-31,2,817.2453522017584,-22820.482378595883,77179.51762140398
2021-06-30,2021-01-01,2023-12-31,6,-265.9868683572398,-23086.469246953122,76913.53075304675
2021-07-01,2021-01-01,2023-12-31,10,-2517.837784585517,-25604.30703153864,74395.69296846123
2021-07-02,2021-01-01,2023-12-31,5,-669.9765966440541,-26274.283628182693,73725.7163718172
2021-07-05,2021-01-01,2023-12-31,3,-1257.2459575168957,-27531.529585699587,72468.4704143003
2021-07-06,2021-01-01,2023-12-31,8,562.4351593017868,-26969.0944263978,73030.90557360208
2021-07-07,2021-01-01,2023-12-31,7,736.0812484593562,-26233.013177938446,73766.98682206144
2021-07-08,2021-01-01,2023-12-31,9,1350.628092621774,-24882.385085316673,75117.61491468323
2021-07-09,2021-01-01,2023-12-31,4,181.76129541488524,-24700.623789901787,75299.37621009813
2021-07-12,2021-01-01,2023-12-31,5,-1128.9764491036021,-25829.60023900539,74170.39976099454
2021-07-13,2021-01-01,2023-12-31,5,438.6570819321011,-25390.94315707329,74609.05684292663
2021-07-14,2021-01-01,2023-12-31,3,97.06975831649896,-25293.87339875679,74706.12660124313
2021-07-15,2021-01-01,2023-12-31,2,-317.7098558781695,-25611.58325463496,74388.41674536497
2021-07-16,2021-01-01,2023-12-31,8,-4765.542875586311,-30377.12613022127,69622.87386977866
2021-07-19,2021-01-01,2023-12-31,10,4478.469569524582,-25898.656560696687,74101.34343930325
2021-07-20,2021-01-01,2023-12-31,10,-1142.7187347177223,-27041.375295414407,72958.62470458551
2021-07-21,2021-01-01,2023-12-31,7,-286.2650788819084,-27327.640374296316,72672.35962570361
2021-07-22,2021-01-01,2023-12-31,6,-899.5290414990824,-28227.169415795397,71772.83058420451
2021-07-23,2021-01-01,2023-12-31,3,-940.9416941993935,-29168.111109994792,70831.88889000511
2021-07-26,2021-01-01,2023-12-31,6,696.502453862708,-28471.608656132084,71528.39134386781
2021-07-27,2021-01-01,2023-12-31,11,-911.0026569312809,-29382.611313063364,70617.38868693655
2021-07-28,2021-01-01,2023-12-31,1,-59.49818283066388,-29442.109495894027,70557.89050410589
2021-07-30,2021-01-01,2023-12-31,3,56.50893033771851,-29385.60056555631,70614.3994344436
2021-08-02,2021-01-01,2023-12-31,3,-251.2691053289074,-29636.86967088522,70363.13032911469
2021-08-03,2021-01-01,2023-12-31,3,159.52946709825986,-29477.34020378696,70522.65979621296
2021-08-04,2021-01-01,2023-12-31,1,-241.8294326339507,-29719.16963642091,70280.830363579
2021-08-05,2021-01-01,2023-12-31,2,-28.637694435046498,-29747.807330855954,70252.19266914396
2021-08-06,2021-01-01,2023-12-31,4,-746.1151967609873,-30493.92252761694,69506.07747238298
2021-08-09,2021-01-01,2023-12-31,3,281.74500292154005,-30212.177524695402,69787.82247530454
2021-08-10,2021-01-01,2023-12-31,1,288.51815472286023,-29923.65936997254,70076.3406300274
2021-08-11,2021-01-01,2023-12-31,5,-184.20900403537158,-30107.868374007914,69892.13162599203
2021-08-12,2021-01-01,2023-12-31,1,762.9445455618178,-29344.923828446095,70655.07617155384
2021-08-13,2021-01-01,2023-12-31,2,1609.1761308254904,-27735.747697620605,72264.25230237933
2021-08-16,2021-01-01,2023-12-31,12,3718.353330245952,-24017.394367374654,75982.60563262529
2021-08-17,2021-01-01,2023-12-31,9,1200.0040941799439,-22817.39027319471,77182.60972680524
2021-08-18,2021-01-01,2023-12-31,4,1136.412547017606,-21680.9777261771,78319.02227382285
2021-08-19,2021-01-01,2023-12-31,17,542.4893620779242,-21138.488364099176,78861.5116359008
2021-08-20,2021-01-01,2023-12-31,16,1365.607889425791,-19772.880474673384,80227.11952532659
2021-08-23,2021-01-01,2023-12-31,14,-1607.748840649433,-21380.629315322818,78619.37068467715
2021-08-24,2021-01-01,2023-12-31,6,-1400.466986289017,-22781.096301611837,77218.90369838814
2021-08-25,2021-01-01,2023-12-31,5,366.0834365371528,-22415.012865074685,77584.9871349253
2021-08-26,2021-01-01,2023-12-31,7,1638.8120187250643,-20776.20084634962,79223.79915365037
2021-08-27,2021-01-01,2023-12-31,2,-426.26885423611185,-21202.46970058573,78797.53029941425
2021-08-30,2021-01-01,2023-12-31,6,997.1356571590734,-20205.334043426657,79794.66595657334
2021-08-31,2021-01-01,2023-12-31,15,-3008.747586950874,-23214.081630377532,76785.91836962244
2021-09-01,2021-01-01,2023-12-31,6,-624.4625601837927,-23838.544190561326,76161.45580943863
2021-09-02,2021-01-01,2023-12-31,8,870.4389975309768,-22968.10519303035,77031.8948069696
2021-09-03,2021-01-01,2023-12-31,5,-1816.6522590353327,-24784.757452065685,75215.2425479343
2021-09-06,2021-01-01,2023-12-31,4,729.7153711774041,-24055.04208088828,75944.9579191117
2021-09-07,2021-01-01,2023-12-31,2,-687.5446065285391,-24742.58668741682,75257.41331258314
2021-09-08,2021-01-01,2023-12-31,5,-448.17128579545,-25190.757973212272,74809.2420267877
2021-09-09,2021-01-01,2023-12-31,7,-467.4532593291855,-25658.211232541456,74341.7887674585
2021-09-10,2021-01-01,2023-12-31,3,-1264.779798693171,-26922.991031234626,73077.00896876534
2021-09-13,2021-01-01,2023-12-31,1,-328.44804229491353,-27251.43907352954,72748.56092647043
2021-09-14,2021-01-01,2023-12-31,2,593.3095689154866,-26658.12950461405,73341.87049538591
2021-09-15,2021-01-01,2023-12-31,2,-1008.1724503284196,-27666.30195494247,72333.69804505749
2021-09-16,2021-01-01,2023-12-31,4,-878.7580923381835,-28545.060047280655,71454.9399527193
2021-09-17,2021-01-01,2023-12-31,6,922.2176649816954,-27622.84238229896,72377.15761770101
2021-09-20,2021-01-01,2023-12-31,13,1662.1712746349851,-25960.671107663977,74039.32889233597
2021-09-21,2021-01-01,2023-12-31,12,-1199.759293501337,-27160.430401165315,72839.56959883464
2021-09-22,2021-01-01,2023-12-31,7,272.4615155827606,-26887.968885582555,73112.03111441742
2021-09-23,2021-01-01,2023-12-31,8,-363.7325744070086,-27251.701459989563,72748.29854001041
