date,ticker,direction,entry_price,stop_price,take_profit_price,exit_price,exit_type,atr_multiplier,shares,gross_pnl,costs,net_pnl,capital_after
2011-07-05,GETINGE_5_min,short,162.64116,166.2671425714286,155.38919485714285,164.612568,eod,1.0,273.892564669885,-539.9539931307278,53.77941771582058,-593.7334108465484,98719.23318284129
2011-07-06,GETINGE_5_min,long,165.00685,161.43719335714283,172.1461632857143,163.626864,eod,1.0,276.5510609553371,-381.6365924035046,54.53040136343569,-436.1669937669403,98283.06618907435
2011-07-11,GETINGE_5_min,long,168.851095,165.35888649999998,175.835512,169.541088,eod,1.0,281.4352756688904,194.18837016460904,57.14129838408156,137.0470717805275,98420.11326085488
2011-07-12,GETINGE_5_min,long,168.259673,164.4647125,175.849594,169.541088,eod,1.0,259.34423628613484,332.3275945406,52.56400822705209,279.7635863135479,98699.87684716843
2011-07-20,GETINGE_5_min,short,169.639658,173.35717035714285,162.2046332857143,171.019644,eod,1.0,265.4997949301389,-366.38600000646323,54.26698489322655,-420.6529848996898,98279.22386226874
2011-07-26,GETINGE_5_min,long,176.638157,173.14594835714286,183.6225742857143,173.14594835714286,stop,1.0,281.42426158667774,-982.7922386226876,59.06264013893437,-1041.8548787616219,97237.36898350713
2011-08-01,GETINGE_5_min,long,170.723933,167.09090957142857,177.98997985714283,167.09090957142857,stop,1.0,267.6486152519608,-972.3736898350714,54.249404895481184,-1026.6230947305526,96210.74588877657
2011-08-02,GETINGE_5_min,short,161.754026,165.83061621428573,153.60084557142858,160.1769,eod,1.0,236.00789098600688,372.2141810792021,45.58694333305934,326.6272377461428,96537.37312652271
2011-08-03,GETINGE_5_min,short,158.205492,162.45810078571427,149.70027442857145,153.966965,eod,1.0,227.0074158968474,962.177061479018,42.51927766664382,919.6577838123742,97457.03091033509
2011-08-08,GETINGE_5_min,long,145.095629,139.98404964285714,155.31878771428572,139.98404964285714,stop,1.0,190.65933266623327,-974.5703091033511,32.611860772050825,-1007.1821698754019,96449.84874045968
2011-08-09,GETINGE_5_min,long,137.89999,132.55606614285716,148.58783771428568,132.55606614285716,stop,1.0,180.48507298909598,-964.4984874045969,29.28796861997197,-993.7864560245688,95456.06228443512
2011-08-16,GETINGE_5_min,long,151.601275,145.01113971428572,164.78154557142852,150.911282,eod,1.0,144.84689334278085,-99.9433424782635,26.290802447178546,-126.23414492544205,95329.82813950967
2011-08-19,GETINGE_5_min,short,144.799918,151.64352,131.11271399999998,146.672755,eod,1.0,139.29773844170018,-260.881958569939,24.36089049987432,-285.2428490698133,95044.58529043986
2011-09-01,GETINGE_5_min,short,160.866893,166.0629612857143,150.47475642857142,161.754026,eod,1.0,182.9163514878141,-162.27113164444003,35.407584850275356,-197.6787164947154,94846.90657394515
2011-09-02,GETINGE_5_min,short,160.27547,165.33776421428573,150.15088157142858,157.219788,eod,1.0,187.35953020329927,572.5111439706815,35.69145742839317,536.8196865422883,95383.72626048744
2011-09-05,GETINGE_5_min,short,154.952669,160.2050632142857,144.44788057142856,151.502705,eod,1.0,181.600470888225,626.5150869474232,33.391464134776264,593.123622812647,95976.84988330009
2011-09-07,GETINGE_5_min,long,158.895485,153.48819442857143,169.71006614285716,160.27547,eod,1.0,177.49526979450553,244.94080988737159,33.99080086097699,210.95000902639458,96187.79989232648
2011-09-08,GETINGE_5_min,short,160.965463,166.1896942142857,150.51700057142858,155.445521,eod,1.0,184.11857352197592,1016.3238469640403,34.95428341245885,981.3695635515815,97169.16945587806
2011-09-12,GETINGE_5_min,short,147.8556,153.0094237857143,137.54795242857145,149.827008,eod,1.0,188.53801273768454,-371.6853466151726,33.67469240333469,-405.3600390185073,96763.80941685956
