date,period_start,period_end,trades,net_pnl,cumulative_pnl,capital
2012-01-02,2012-01-01,2014-12-31,4,78.26332424392746,78.26332424392746,100078.26332424392
2012-01-03,2012-01-01,2014-12-31,4,5430.588137246809,5508.851461490737,105508.85146149072
2012-01-04,2012-01-01,2014-12-31,13,460.25593790212776,5969.107399392865,105969.10739939284
2012-01-09,2012-01-01,2014-12-31,15,-2608.0127725614243,3361.0946268314406,103361.09462683141
2012-01-10,2012-01-01,2014-12-31,7,3320.515032012535,6681.609658843976,106681.60965884395
2012-01-11,2012-01-01,2014-12-31,5,-2731.7498495439118,3949.859809300064,103949.85980930005
2012-01-12,2012-01-01,2014-12-31,6,824.5626278884863,4774.42243718855,104774.42243718852
2012-01-13,2012-01-01,2014-12-31,7,-2686.082063238553,2088.3403739499972,102088.34037394996
2012-01-16,2012-01-01,2014-12-31,5,2771.6323025619517,4859.9726765119485,104859.97267651193
2012-01-17,2012-01-01,2014-12-31,12,-4006.705313085026,853.2673634269227,100853.26736342687
2012-01-18,2012-01-01,2014-12-31,5,-4640.7068363957205,-3787.439472968798,96212.56052703116
2012-01-19,2012-01-01,2014-12-31,4,-488.955109106298,-4276.394582075096,95723.60541792486
2012-01-20,2012-01-01,2014-12-31,8,979.7241103992806,-3296.6704716758154,96703.32952832413
2012-01-23,2012-01-01,2014-12-31,3,-1330.768977093633,-4627.439448769448,95372.5605512305
2012-01-24,2012-01-01,2014-12-31,8,-2291.37377967068,-6918.813228440128,93081.18677155983
2012-01-25,2012-01-01,2014-12-31,8,-6101.251569536919,-13020.064797977047,86979.93520202293
2012-01-26,2012-01-01,2014-12-31,3,479.43226960838007,-12540.632528368667,87459.36747163131
2012-01-27,2012-01-01,2014-12-31,7,116.09170490610933,-12424.540823462557,87575.45917653742
2012-01-30,2012-01-01,2014-12-31,5,-1217.7064521931939,-13642.24727565575,86357.75272434423
2012-01-31,2012-01-01,2014-12-31,7,-3871.39703371153,-17513.644309367282,82486.35569063273
2012-02-01,2012-01-01,2014-12-31,3,1651.2197418354178,-15862.424567531865,84137.57543246813
2012-02-02,2012-01-01,2014-12-31,4,-419.6676298573611,-16282.092197389225,83717.90780261077
2012-02-03,2012-01-01,2014-12-31,4,503.298161085453,-15778.794036303772,84221.20596369624
2012-02-06,2012-01-01,2014-12-31,6,-3034.3471505641937,-18813.141186867964,81186.85881313203
2012-02-07,2012-01-01,2014-12-31,4,1602.7083075073365,-17210.43287936063,82789.56712063936
2012-02-08,2012-01-01,2014-12-31,8,-2095.241750254742,-19305.674629615372,80694.32537038461
2012-02-09,2012-01-01,2014-12-31,3,-216.66962040726585,-19522.344250022637,80477.65574997735
2012-02-10,2012-01-01,2014-12-31,1,-154.39133914498728,-19676.735589167623,80323.26441083236
2012-02-13,2012-01-01,2014-12-31,2,-683.5105566026516,-20360.246145770274,79639.7538542297
2012-02-14,2012-01-01,2014-12-31,2,-590.0986114266886,-20950.344757196963,79049.655242803
2012-02-15,2012-01-01,2014-12-31,5,-302.6999262692558,-21253.044683466218,78746.95531653376
2012-02-16,2012-01-01,2014-12-31,8,-4986.50529616702,-26239.549979633237,73760.45002036673
2012-02-17,2012-01-01,2014-12-31,7,-1602.9885403125695,-27842.538519945807,72157.46148005415
2012-02-20,2012-01-01,2014-12-31,4,-47.23966803801585,-27889.778187983822,72110.22181201611
2012-02-21,2012-01-01,2014-12-31,4,-226.42000421946113,-28116.198192203283,71883.80180779667
2012-02-22,2012-01-01,2014-12-31,2,-603.2824991775949,-28719.48069138088,71280.51930861907
2012-02-23,2012-01-01,2014-12-31,8,-770.9467136407844,-29490.427405021663,70509.57259497831
2012-02-24,2012-01-01,2014-12-31,5,-2482.6040164352667,-31973.03142145693,68026.96857854303
2012-02-27,2012-01-01,2014-12-31,1,59.83189948754423,-31913.199521969385,68086.80047803058
2012-02-28,2012-01-01,2014-12-31,2,-673.8143919859647,-32587.01391395535,67412.9860860446
2012-02-29,2012-01-01,2014-12-31,4,-349.9923140071718,-32937.00622796252,67062.99377203743
2012-03-01,2012-01-01,2014-12-31,7,187.09749412818098,-32749.908733834338,67250.09126616562
2012-03-02,2012-01-01,2014-12-31,2,-1090.1596870109347,-33840.06842084527,66159.93157915468
2012-03-05,2012-01-01,2014-12-31,3,1579.186892743202,-32260.881528102072,67739.11847189789
2012-03-06,2012-01-01,2014-12-31,8,16583.648609624644,-15677.232918477428,84322.76708152254
2012-03-07,2012-01-01,2014-12-31,8,1753.4570493007354,-13923.775869176692,86076.22413082328
2012-03-08,2012-01-01,2014-12-31,12,7399.431521951577,-6524.344347225115,93475.65565277485
2012-03-09,2012-01-01,2014-12-31,5,1347.265628541802,-5177.078718683313,94822.92128131665
